plate	well	response	type	spl
9	50	0.52701455	1	3553
9	46	0.75658697	1	3559
9	40	0.7347128	1	3556
9	38	0.51071763	1	3555
9	30	0.4908888	1	3551
9	24	0.42984986	1	3548
9	22	0.61987376	1	3547
9	16	0.4814284	1	3552
9	14	0.6285541	1	3551
9	12	0.568746	1	3550
9	10	0.55525964	1	3549
9	6	0.64564824	1	3547
9	4	0.48350477	1	3546
8	374	0.5905099	1	3543
8	352	0.43321437	1	3540
8	344	0.53598654	1	3536
8	340	0.48468682	1	3534
8	322	0.42025337	1	3533
8	318	0.45452958	1	3531
8	314	0.5718092	1	3529
8	310	0.53723806	1	3527
8	304	0.5155121	1	3532
8	302	0.417775	1	3531
8	300	0.54338455	1	3530
8	292	0.46923083	1	3526
8	290	0.65464497	1	3525
8	280	0.43535462	1	3520
8	278	0.41180176	1	3519
8	256	0.476031	1	3516
8	250	0.44343445	1	3513
8	248	0.4908307	1	3512
8	240	0.48388204	1	3516
8	226	0.55364424	1	3509
8	212	0.45075285	1	3502
8	204	0.45606288	1	3506
8	202	0.6735588	1	3505
8	200	0.8202356	1	3504
8	180	0.41200668	1	3494
8	170	0.66661906	1	3497
8	166	0.9429185	1	3495
8	164	0.47126853	1	3494
8	162	0.8385803	1	3493
8	158	0.6327486	1	3491
8	146	0.61439586	1	3485
8	142	0.59485465	1	3491
8	140	0.41684136	1	3490
8	130	0.4183232	1	3485
8	118	0.73803365	1	3479
8	114	0.4239885	1	3477
8	110	0.40082988	1	3483
8	104	0.4334062	1	3480
8	98	0.4614863	1	3477
8	92	0.45542175	1	3474
8	72	0.77486473	1	3472
8	60	0.47468907	1	3466
8	56	0.46431395	1	3464
8	52	0.55535656	1	3462
8	50	0.6649326	1	3461
8	42	0.43573573	1	3465
8	40	0.42614654	1	3464
8	34	0.5102518	1	3461
8	24	0.49713653	1	3456
8	16	0.45039982	1	3460
8	6	0.8574933	1	3455
8	4	0.44083527	1	3454
7	374	0.44738415	1	3451
7	372	0.8055058	1	3450
7	358	0.6525732	1	3451
7	356	0.5431616	1	3450
7	348	0.45943275	1	3446
7	344	0.43982542	1	3444
7	340	0.5201549	1	3442
7	336	0.6202318	1	3448
7	334	0.95511794	1	3447
7	330	0.409248	1	3445
7	320	0.5447242	1	3440
7	312	0.6097796	1	3436
7	308	0.6425142	1	3434
7	280	0.69020367	1	3428
7	274	0.6469552	1	3425
7	270	0.63902533	1	3431
7	264	0.54435724	1	3428
7	248	0.66856736	1	3420
7	242	0.45163405	1	3417
7	236	0.42378277	1	3422
7	228	0.4190002	1	3418
7	226	0.47709027	1	3417
7	224	0.7278419	1	3416
7	218	0.72360426	1	3413
7	216	0.5175273	1	3412
7	210	0.43506065	1	3409
7	206	0.6864509	1	3415
7	198	0.4667919	1	3411
7	186	0.57733154	1	3405
7	180	0.61619383	1	3402
7	176	0.59442157	1	3408
7	174	0.51344186	1	3407
7	170	0.48302636	1	3405
7	164	0.42626226	1	3402
7	152	0.63871294	1	3396
7	150	0.5708252	1	3395
7	144	0.41417956	1	3400
7	142	0.8707373	1	3399
7	140	0.59047467	1	3398
7	138	0.41334566	1	3397
7	132	0.52350384	1	3394
7	126	0.42252216	1	3391
7	124	0.46267468	1	3390
7	120	0.73443526	1	3388
7	114	0.48723564	1	3385
7	110	0.7967527	1	3391
7	104	0.5508861	1	3388
7	102	0.43262932	1	3387
7	98	0.40316877	1	3385
7	96	0.66702175	1	3384
7	94	0.7213178	1	3383
7	86	0.42739305	1	3379
7	82	0.40403995	1	3377
7	80	1.0532622	1	3384
7	78	0.42188781	1	3383
7	76	0.45349777	1	3382
7	74	0.443206	1	3381
7	70	0.8565344	1	3379
7	60	0.59493756	1	3374
7	48	0.49035445	1	3376
7	38	0.46029758	1	3371
7	36	0.4066057	1	3370
7	22	0.6704902	1	3363
7	20	0.54412967	1	3362
7	4	0.5951694	1	3362
6	374	0.5451622	1	3359
6	372	0.48899218	1	3358
6	370	0.6869871	1	3357
6	356	0.8053748	1	3358
6	354	0.62668705	1	3357
6	350	0.7130502	1	3355
6	348	0.69547254	1	3354
6	344	0.44326064	1	3352
6	338	0.5413919	1	3349
6	328	0.4231398	1	3352
6	326	0.89943564	1	3351
6	316	0.4581132	1	3346
6	312	0.8272499	1	3344
6	310	0.46933597	1	3343
6	298	0.48912066	1	3345
6	292	0.64770174	1	3342
6	290	0.48234355	1	3341
6	286	0.49772906	1	3339
6	280	0.40459296	1	3336
6	278	0.51157504	1	3335
6	272	0.4371086	1	3340
6	252	0.51418483	1	3330
6	250	0.57006615	1	3329
6	246	0.5011872	1	3327
6	242	0.48974717	1	3325
6	222	0.46007562	1	3323
6	198	0.466569	1	3319
6	196	0.4065739	1	3318
6	190	0.4739584	1	3315
6	182	0.7536271	1	3311
6	176	0.8241311	1	3316
6	172	0.44100395	1	3314
6	166	0.41117984	1	3311
6	150	0.42538813	1	3303
6	146	0.6107724	1	3301
6	144	0.49973026	1	3308
6	138	0.5961412	1	3305
6	126	0.49039924	1	3299
6	122	0.5035725	1	3297
6	116	0.4628539	1	3294
6	112	0.49373075	1	3300
6	110	0.7572224	1	3299
6	100	0.584386	1	3294
6	96	0.4633196	1	3292
6	94	0.46698034	1	3291
6	92	0.6999708	1	3290
6	76	0.5545366	1	3290
6	62	0.43990788	1	3283
6	40	0.741628	1	3280
6	34	0.58602256	1	3277
6	18	0.43238384	1	3269
6	14	0.7983159	1	3275
6	10	0.7130324	1	3273
6	4	0.47283855	1	3270
5	374	0.6056524	1	3267
5	358	0.7152389	1	3267
5	356	0.42045182	1	3266
5	354	0.57132995	1	3265
5	344	0.4133858	1	3260
5	316	0.78390944	1	3254
5	314	0.4563767	1	3253
5	308	0.41119015	1	3250
5	300	0.41782445	1	3254
5	298	0.7574539	1	3253
5	292	0.72449666	1	3250
5	290	0.51895326	1	3249
5	286	0.45432135	1	3247
5	276	0.49171394	1	3242
5	260	0.729382	1	3242
5	252	0.4322578	1	3238
5	250	0.4290218	1	3237
5	222	0.4582752	1	3231
5	214	0.47263622	1	3227
5	206	0.55955327	1	3231
5	202	0.43863347	1	3229
5	194	0.47128838	1	3225
5	174	0.6661002	1	3223
5	172	0.76968384	1	3222
5	168	0.5344719	1	3220
5	154	0.68210536	1	3213
5	144	0.5356818	1	3216
5	142	0.4242674	1	3215
5	128	0.45835507	1	3208
5	122	0.40631303	1	3205
5	120	0.5951075	1	3204
5	118	0.4182979	1	3203
5	112	0.8064247	1	3208
5	110	0.49609536	1	3207
5	108	0.5876704	1	3206
5	96	0.4680152	1	3200
5	92	0.45645133	1	3198
5	88	0.60835385	1	3196
5	84	0.69560254	1	3194
5	80	0.52322507	1	3200
5	76	0.41071376	1	3198
5	66	0.76073074	1	3193
5	58	0.4487379	1	3189
5	52	0.43969858	1	3186
5	50	0.7870656	1	3185
5	38	0.49803028	1	3187
5	36	0.4611986	1	3186
5	28	0.429182	1	3182
5	16	0.5325871	1	3184
5	14	0.425059	1	3183
5	8	0.53512913	1	3180
5	4	0.6697627	1	3178
5	2	0.5074621	1	3177
4	372	0.43636632	1	3174
4	360	0.63269025	1	3176
4	346	0.42827007	1	3169
4	344	0.60255104	1	3168
4	338	0.42403844	1	3165
4	336	0.47187135	1	3172
4	324	0.4476965	1	3166
4	322	0.65004873	1	3165
4	312	0.747807	1	3160
4	308	0.58021986	1	3158
4	300	0.5162913	1	3162
4	286	0.6799819	1	3155
4	284	0.5426806	1	3154
4	280	0.50786835	1	3152
4	274	0.49055314	1	3149
4	270	0.6013935	1	3155
4	262	0.42073724	1	3151
4	260	0.7791497	1	3150
4	258	0.5261098	1	3149
4	254	0.56214345	1	3147
4	252	0.5212497	1	3146
4	248	0.5969299	1	3144
4	244	0.47874582	1	3142
4	240	0.64317155	1	3148
4	226	0.41840026	1	3141
4	222	0.6073544	1	3139
4	220	0.45440102	1	3138
4	210	0.66833407	1	3133
4	204	0.5759325	1	3138
4	202	0.76660115	1	3137
4	182	0.66323066	1	3127
4	180	0.45857823	1	3126
4	174	0.7476349	1	3131
4	170	0.6910463	1	3129
4	166	0.4766836	1	3127
4	132	0.4058039	1	3118
4	118	0.42272756	1	3111
4	116	0.53723615	1	3110
4	114	0.4623619	1	3109
4	108	0.41284546	1	3114
4	96	0.55706203	1	3108
4	92	0.42969793	1	3106
4	84	0.42361608	1	3102
4	80	0.65449727	1	3108
4	78	0.6477761	1	3107
4	76	0.49996608	1	3106
4	74	0.71438146	1	3105
4	70	0.49010617	1	3103
4	58	0.6568539	1	3097
4	50	0.44756666	1	3093
4	48	0.62594163	1	3100
4	46	0.42313784	1	3099
4	40	0.5197805	1	3096
4	38	0.607582	1	3095
4	14	0.4591787	1	3091
4	8	0.52526677	1	3088
3	370	0.4150131	1	3081
3	358	0.46303958	1	3083
3	354	0.64053243	1	3081
3	350	0.83419687	1	3079
3	332	0.44174483	1	3078
3	328	0.8504278	1	3076
3	320	0.5085831	1	3072
3	312	0.6745069	1	3068
3	308	0.6548575	1	3066
3	304	0.5134114	1	3072
3	300	0.6547864	1	3070
3	298	0.502522	1	3069
3	296	0.5945422	1	3068
3	290	0.42266354	1	3065
3	276	0.43232095	1	3058
3	266	0.5308064	1	3061
3	264	0.6403391	1	3060
3	262	0.6703597	1	3059
3	260	0.52093387	1	3058
3	258	0.43461907	1	3057
3	252	0.5422719	1	3054
3	250	0.45800298	1	3053
3	248	0.42378557	1	3052
3	236	0.62758297	1	3054
3	234	0.6702175	1	3053
3	220	0.44682252	1	3046
3	218	0.9366847	1	3045
3	168	0.48954552	1	3036
3	150	0.48402166	1	3027
3	146	0.57680684	1	3025
3	142	0.41383243	1	3031
3	128	0.62763894	1	3024
3	124	0.5410762	1	3022
3	118	0.58714783	1	3019
3	110	0.50321007	1	3023
3	106	1.0530126	1	3021
3	92	0.46459457	1	3014
3	88	0.49657115	1	3012
3	82	0.41328424	1	3009
3	46	0.43280056	1	3007
3	42	0.5510233	1	3005
3	38	0.5405478	1	3003
3	34	0.65552795	1	3001
3	30	0.60372883	1	2999
3	28	0.4167271	1	2998
3	24	0.5484277	1	2996
3	18	0.52806526	1	2993
3	14	0.7213995	1	2999
3	10	0.71792763	1	2997
3	8	0.63663185	1	2996
3	2	0.6286414	1	2993
2	376	0.4402454	1	2992
2	370	0.5540249	1	2989
2	358	0.41707516	1	2991
2	342	0.50792074	1	2983
2	338	0.7260949	1	2981
2	332	0.49381703	1	2986
2	330	0.44668657	1	2985
2	324	0.45813212	1	2982
2	316	0.8112368	1	2978
2	310	0.44512066	1	2975
2	306	0.51437503	1	2973
2	304	0.43770736	1	2980
2	296	0.53177035	1	2976
2	290	0.7959957	1	2973
2	288	0.48433188	1	2972
2	278	0.56670153	1	2967
2	260	0.6766787	1	2966
2	252	0.63904643	1	2962
2	242	0.5187495	1	2957
2	234	0.5335919	1	2961
2	232	0.8337271	1	2960
2	230	0.47345734	1	2959
2	218	0.4414292	1	2953
2	216	0.46733767	1	2952
2	210	0.43852088	1	2949
2	200	0.5004591	1	2952
2	182	0.4253927	1	2943
2	174	0.403955	1	2947
2	164	0.45280382	1	2942
2	162	0.51181084	1	2941
2	158	0.4474899	1	2939
2	148	0.43212965	1	2934
2	146	0.44023007	1	2933
2	118	0.62019473	1	2927
2	114	0.51517797	1	2925
2	106	0.4950256	1	2929
2	104	0.6829126	1	2928
2	102	0.4630191	1	2927
2	98	0.51651704	1	2925
2	96	0.52501565	1	2924
2	92	0.46791992	1	2922
2	88	0.42422932	1	2920
2	84	0.64198196	1	2918
2	82	0.77508223	1	2917
2	76	0.65079004	1	2922
2	72	0.4624303	1	2920
2	48	0.7630335	1	2916
2	42	0.5243897	1	2913
2	38	0.4146888	1	2911
2	36	0.42480767	1	2910
2	32	0.49341378	1	2908
2	28	0.9146176	1	2906
2	18	0.457089	1	2901
2	16	0.69583064	1	2908
2	6	0.6241306	1	2903
1	374	0.43508562	1	2899
1	370	0.6235731	1	2897
1	354	0.47381	1	2897
1	350	0.8412036	1	2895
1	344	0.46847585	1	2892
1	332	0.49848917	1	2894
1	318	0.90652937	1	2887
1	316	0.5059865	1	2886
1	314	0.43185753	1	2885
1	304	0.9323405	1	2888
1	300	0.4250085	1	2886
1	298	0.79237103	1	2885
1	280	0.5540908	1	2876
1	270	0.579949	1	2879
1	250	0.8294395	1	2869
1	246	0.5329047	1	2867
1	244	0.42112085	1	2866
1	236	0.68976724	1	2870
1	230	0.46390846	1	2867
1	218	0.9430906	1	2861
1	208	0.4041797	1	2864
1	202	0.51318264	1	2861
1	196	0.41437304	1	2858
1	192	0.48189044	1	2856
1	190	0.65358716	1	2855
1	188	0.46838516	1	2854
1	176	0.6830133	1	2856
1	172	0.4313249	1	2854
1	170	0.492239	1	2853
1	168	0.4724613	1	2852
1	166	0.5072349	1	2851
1	140	0.41758412	1	2846
1	134	0.49251258	1	2843
1	132	0.56077045	1	2842
1	126	0.6550259	1	2839
1	116	0.49466312	1	2834
1	108	0.5337912	1	2838
1	102	0.45901522	1	2835
1	90	0.5810811	1	2829
1	88	0.70433635	1	2828
1	82	0.40113723	1	2825
1	78	0.42939502	1	2831
1	74	0.5033576	1	2829
1	68	0.5612836	1	2826
1	64	0.5821874	1	2824
1	44	0.49033713	1	2822
1	28	0.4573259	1	2814
1	10	0.5345777	1	2813
1	8	0.4909531	1	2812
1	2	0.66747904	1	2809
