format	well	type	row	row.num	col	replicates	targets
1536	1029	1	E	5	33	1	1
1536	1031	1	G	7	33	1	1
1536	1033	1	I	9	33	1	1
1536	1035	1	K	11	33	1	1
1536	1037	1	M	13	33	1	1
1536	1039	1	O	15	33	1	1
1536	1041	1	Q	17	33	1	1
1536	1043	1	S	19	33	1	1
1536	1045	1	U	21	33	1	1
1536	1047	1	W	23	33	1	1
1536	1049	1	Y	25	33	1	1
1536	1051	1	AA	27	33	1	1
1536	1053	1	AC	29	33	1	1
1536	1055	1	AE	31	33	1	1
1536	1089	1	A	1	35	1	1
1536	1091	1	C	3	35	1	1
1536	1093	1	E	5	35	1	1
1536	1095	1	G	7	35	1	1
1536	1097	1	I	9	35	1	1
1536	1099	1	K	11	35	1	1
1536	1101	1	M	13	35	1	1
1536	1103	1	O	15	35	1	1
1536	1105	1	Q	17	35	1	1
1536	1107	1	S	19	35	1	1
1536	1109	1	U	21	35	1	1
1536	1111	1	W	23	35	1	1
1536	1113	1	Y	25	35	1	1
1536	1115	1	AA	27	35	1	1
1536	1117	1	AC	29	35	1	1
1536	1119	1	AE	31	35	1	1
1536	1153	1	A	1	37	1	1
1536	1155	1	C	3	37	1	1
1536	1157	1	E	5	37	1	1
1536	1159	1	G	7	37	1	1
1536	1161	1	I	9	37	1	1
1536	1163	1	K	11	37	1	1
1536	1165	1	M	13	37	1	1
1536	1167	1	O	15	37	1	1
1536	1169	1	Q	17	37	1	1
1536	1171	1	S	19	37	1	1
1536	1173	1	U	21	37	1	1
1536	1175	1	W	23	37	1	1
1536	1177	1	Y	25	37	1	1
1536	1179	1	AA	27	37	1	1
1536	1181	1	AC	29	37	1	1
1536	1183	1	AE	31	37	1	1
1536	1217	1	A	1	39	1	1
1536	1219	1	C	3	39	1	1
1536	1221	1	E	5	39	1	1
1536	1223	1	G	7	39	1	1
1536	1225	1	I	9	39	1	1
1536	1227	1	K	11	39	1	1
1536	1229	1	M	13	39	1	1
1536	1231	1	O	15	39	1	1
1536	1233	1	Q	17	39	1	1
1536	1235	1	S	19	39	1	1
1536	1237	1	U	21	39	1	1
1536	1239	1	W	23	39	1	1
1536	1241	1	Y	25	39	1	1
1536	1243	1	AA	27	39	1	1
1536	1245	1	AC	29	39	1	1
1536	1247	1	AE	31	39	1	1
1536	1281	1	A	1	41	1	1
1536	1283	1	C	3	41	1	1
1536	1285	1	E	5	41	1	1
1536	1287	1	G	7	41	1	1
1536	1289	1	I	9	41	1	1
1536	1291	1	K	11	41	1	1
1536	1293	1	M	13	41	1	1
1536	1295	1	O	15	41	1	1
1536	1297	1	Q	17	41	1	1
1536	1299	1	S	19	41	1	1
1536	1301	1	U	21	41	1	1
1536	1303	1	W	23	41	1	1
1536	1305	1	Y	25	41	1	1
1536	1307	1	AA	27	41	1	1
1536	1309	1	AC	29	41	1	1
1536	1311	1	AE	31	41	1	1
1536	1345	1	A	1	43	1	1
1536	1347	1	C	3	43	1	1
1536	1349	1	E	5	43	1	1
1536	1351	1	G	7	43	1	1
1536	1353	1	I	9	43	1	1
1536	1355	1	K	11	43	1	1
1536	1357	1	M	13	43	1	1
1536	1359	1	O	15	43	1	1
1536	1361	1	Q	17	43	1	1
1536	1363	1	S	19	43	1	1
1536	1365	1	U	21	43	1	1
1536	1367	1	W	23	43	1	1
1536	1369	1	Y	25	43	1	1
1536	1371	1	AA	27	43	1	1
1536	1373	1	AC	29	43	1	1
1536	1375	1	AE	31	43	1	1
1536	1409	1	A	1	45	1	1
1536	1411	1	C	3	45	1	1
1536	1413	1	E	5	45	1	1
1536	1415	1	G	7	45	1	1
1536	1417	1	I	9	45	1	1
1536	1419	1	K	11	45	1	1
1536	1421	1	M	13	45	1	1
1536	1423	1	O	15	45	1	1
1536	1425	1	Q	17	45	1	1
1536	1427	1	S	19	45	1	1
1536	1429	1	U	21	45	1	1
1536	1431	1	W	23	45	1	1
1536	1433	1	Y	25	45	1	1
1536	1435	1	AA	27	45	1	1
1536	1437	1	AC	29	45	1	1
1536	1439	1	AE	31	45	1	1
1536	1473	1	A	1	47	1	1
1536	1475	1	C	3	47	1	1
1536	1477	1	E	5	47	1	1
1536	1479	1	G	7	47	1	1
1536	1481	1	I	9	47	1	1
1536	1483	1	K	11	47	1	1
1536	1485	1	M	13	47	1	1
1536	1487	1	O	15	47	1	1
1536	1489	2	Q	17	47	1	1
1536	1491	2	S	19	47	1	1
1536	1493	2	U	21	47	1	1
1536	1495	2	W	23	47	1	1
1536	1497	3	Y	25	47	1	1
1536	1499	3	AA	27	47	1	1
1536	1501	4	AC	29	47	1	1
1536	1503	4	AE	31	47	1	1
1536	33	1	A	1	2	2	1
1536	35	1	C	3	2	2	1
1536	37	1	E	5	2	2	1
1536	39	1	G	7	2	2	1
1536	41	1	I	9	2	2	1
1536	43	1	K	11	2	2	1
1536	45	1	M	13	2	2	1
1536	47	1	O	15	2	2	1
1536	49	1	Q	17	2	2	1
1536	51	1	S	19	2	2	1
1536	53	1	U	21	2	2	1
1536	55	1	W	23	2	2	1
1536	57	1	Y	25	2	2	1
1536	59	1	AA	27	2	2	1
1536	61	1	AC	29	2	2	1
1536	63	1	AE	31	2	2	1
1536	97	1	A	1	4	2	1
1536	99	1	C	3	4	2	1
1536	101	1	E	5	4	2	1
1536	103	1	G	7	4	2	1
1536	105	1	I	9	4	2	1
1536	107	1	K	11	4	2	1
1536	109	1	M	13	4	2	1
1536	111	1	O	15	4	2	1
1536	113	1	Q	17	4	2	1
1536	115	1	S	19	4	2	1
1536	117	1	U	21	4	2	1
1536	119	1	W	23	4	2	1
1536	121	1	Y	25	4	2	1
1536	123	1	AA	27	4	2	1
1536	125	1	AC	29	4	2	1
1536	127	1	AE	31	4	2	1
1536	161	1	A	1	6	2	1
1536	163	1	C	3	6	2	1
1536	165	1	E	5	6	2	1
1536	167	1	G	7	6	2	1
1536	169	1	I	9	6	2	1
1536	171	1	K	11	6	2	1
1536	173	1	M	13	6	2	1
1536	175	1	O	15	6	2	1
1536	177	1	Q	17	6	2	1
1536	179	1	S	19	6	2	1
1536	181	1	U	21	6	2	1
1536	183	1	W	23	6	2	1
1536	185	1	Y	25	6	2	1
1536	187	1	AA	27	6	2	1
1536	189	1	AC	29	6	2	1
1536	191	1	AE	31	6	2	1
1536	225	1	A	1	8	2	1
1536	227	1	C	3	8	2	1
1536	229	1	E	5	8	2	1
1536	231	1	G	7	8	2	1
1536	233	1	I	9	8	2	1
1536	235	1	K	11	8	2	1
1536	237	1	M	13	8	2	1
1536	239	1	O	15	8	2	1
1536	241	1	Q	17	8	2	1
1536	243	1	S	19	8	2	1
1536	245	1	U	21	8	2	1
1536	247	1	W	23	8	2	1
1536	249	1	Y	25	8	2	1
1536	251	1	AA	27	8	2	1
1536	253	1	AC	29	8	2	1
1536	255	1	AE	31	8	2	1
1536	289	1	A	1	10	2	1
1536	291	1	C	3	10	2	1
1536	293	1	E	5	10	2	1
1536	295	1	G	7	10	2	1
1536	297	1	I	9	10	2	1
1536	299	1	K	11	10	2	1
1536	301	1	M	13	10	2	1
1536	303	1	O	15	10	2	1
1536	305	1	Q	17	10	2	1
1536	307	1	S	19	10	2	1
1536	309	1	U	21	10	2	1
1536	311	1	W	23	10	2	1
1536	313	1	Y	25	10	2	1
1536	315	1	AA	27	10	2	1
1536	317	1	AC	29	10	2	1
1536	319	1	AE	31	10	2	1
1536	353	1	A	1	12	2	1
1536	355	1	C	3	12	2	1
1536	357	1	E	5	12	2	1
1536	359	1	G	7	12	2	1
1536	361	1	I	9	12	2	1
1536	363	1	K	11	12	2	1
1536	365	1	M	13	12	2	1
1536	367	1	O	15	12	2	1
1536	369	1	Q	17	12	2	1
1536	371	1	S	19	12	2	1
1536	373	1	U	21	12	2	1
1536	375	1	W	23	12	2	1
1536	377	1	Y	25	12	2	1
1536	379	1	AA	27	12	2	1
1536	381	1	AC	29	12	2	1
1536	383	1	AE	31	12	2	1
1536	417	1	A	1	14	2	1
1536	419	1	C	3	14	2	1
1536	421	1	E	5	14	2	1
1536	423	1	G	7	14	2	1
1536	425	1	I	9	14	2	1
1536	427	1	K	11	14	2	1
1536	429	1	M	13	14	2	1
1536	431	1	O	15	14	2	1
1536	433	1	Q	17	14	2	1
1536	435	1	S	19	14	2	1
1536	437	1	U	21	14	2	1
1536	439	1	W	23	14	2	1
1536	441	1	Y	25	14	2	1
1536	443	1	AA	27	14	2	1
1536	445	1	AC	29	14	2	1
1536	447	1	AE	31	14	2	1
1536	481	1	A	1	16	2	1
1536	483	1	C	3	16	2	1
1536	485	1	E	5	16	2	1
1536	487	1	G	7	16	2	1
1536	489	1	I	9	16	2	1
1536	491	1	K	11	16	2	1
1536	493	1	M	13	16	2	1
1536	495	1	O	15	16	2	1
1536	497	1	Q	17	16	2	1
1536	499	1	S	19	16	2	1
1536	501	1	U	21	16	2	1
1536	503	1	W	23	16	2	1
1536	505	1	Y	25	16	2	1
1536	507	1	AA	27	16	2	1
1536	509	1	AC	29	16	2	1
1536	511	1	AE	31	16	2	1
1536	545	1	A	1	18	2	1
1536	547	1	C	3	18	2	1
1536	549	1	E	5	18	2	1
1536	551	1	G	7	18	2	1
1536	553	1	I	9	18	2	1
1536	555	1	K	11	18	2	1
1536	557	1	M	13	18	2	1
1536	559	1	O	15	18	2	1
1536	561	1	Q	17	18	2	1
1536	563	1	S	19	18	2	1
1536	565	1	U	21	18	2	1
1536	567	1	W	23	18	2	1
1536	569	1	Y	25	18	2	1
1536	571	1	AA	27	18	2	1
1536	573	1	AC	29	18	2	1
1536	575	1	AE	31	18	2	1
1536	609	1	A	1	20	2	1
1536	611	1	C	3	20	2	1
1536	613	1	E	5	20	2	1
1536	615	1	G	7	20	2	1
1536	617	1	I	9	20	2	1
1536	619	1	K	11	20	2	1
1536	621	1	M	13	20	2	1
1536	623	1	O	15	20	2	1
1536	625	1	Q	17	20	2	1
1536	627	1	S	19	20	2	1
1536	629	1	U	21	20	2	1
1536	631	1	W	23	20	2	1
1536	633	1	Y	25	20	2	1
1536	635	1	AA	27	20	2	1
1536	637	1	AC	29	20	2	1
1536	639	1	AE	31	20	2	1
1536	673	1	A	1	22	2	1
1536	675	1	C	3	22	2	1
1536	677	1	E	5	22	2	1
1536	679	1	G	7	22	2	1
1536	681	1	I	9	22	2	1
1536	683	1	K	11	22	2	1
1536	685	1	M	13	22	2	1
1536	687	1	O	15	22	2	1
1536	689	1	Q	17	22	2	1
1536	691	1	S	19	22	2	1
1536	693	1	U	21	22	2	1
1536	695	1	W	23	22	2	1
1536	697	1	Y	25	22	2	1
1536	699	1	AA	27	22	2	1
1536	701	1	AC	29	22	2	1
1536	703	1	AE	31	22	2	1
1536	737	1	A	1	24	2	1
1536	739	1	C	3	24	2	1
1536	741	1	E	5	24	2	1
1536	743	1	G	7	24	2	1
1536	745	1	I	9	24	2	1
1536	747	1	K	11	24	2	1
1536	749	1	M	13	24	2	1
1536	751	1	O	15	24	2	1
1536	753	1	Q	17	24	2	1
1536	755	1	S	19	24	2	1
1536	757	1	U	21	24	2	1
1536	759	1	W	23	24	2	1
1536	761	1	Y	25	24	2	1
1536	763	1	AA	27	24	2	1
1536	765	1	AC	29	24	2	1
1536	767	1	AE	31	24	2	1
1536	801	1	A	1	26	2	1
1536	803	1	C	3	26	2	1
1536	805	1	E	5	26	2	1
1536	807	1	G	7	26	2	1
1536	809	1	I	9	26	2	1
1536	811	1	K	11	26	2	1
1536	813	1	M	13	26	2	1
1536	815	1	O	15	26	2	1
1536	817	1	Q	17	26	2	1
1536	819	1	S	19	26	2	1
1536	821	1	U	21	26	2	1
1536	823	1	W	23	26	2	1
1536	825	1	Y	25	26	2	1
1536	827	1	AA	27	26	2	1
1536	829	1	AC	29	26	2	1
1536	831	1	AE	31	26	2	1
1536	865	1	A	1	28	2	1
1536	867	1	C	3	28	2	1
1536	869	1	E	5	28	2	1
1536	871	1	G	7	28	2	1
1536	873	1	I	9	28	2	1
1536	875	1	K	11	28	2	1
1536	877	1	M	13	28	2	1
1536	879	1	O	15	28	2	1
1536	881	1	Q	17	28	2	1
1536	883	1	S	19	28	2	1
1536	885	1	U	21	28	2	1
1536	887	1	W	23	28	2	1
1536	889	1	Y	25	28	2	1
1536	891	1	AA	27	28	2	1
1536	893	1	AC	29	28	2	1
1536	895	1	AE	31	28	2	1
1536	929	1	A	1	30	2	1
1536	931	1	C	3	30	2	1
1536	933	1	E	5	30	2	1
1536	935	1	G	7	30	2	1
1536	937	1	I	9	30	2	1
1536	939	1	K	11	30	2	1
1536	941	1	M	13	30	2	1
1536	943	1	O	15	30	2	1
1536	945	1	Q	17	30	2	1
1536	947	1	S	19	30	2	1
1536	949	1	U	21	30	2	1
1536	951	1	W	23	30	2	1
1536	953	1	Y	25	30	2	1
1536	955	1	AA	27	30	2	1
1536	957	1	AC	29	30	2	1
1536	959	1	AE	31	30	2	1
1536	993	1	A	1	32	2	1
1536	995	1	C	3	32	2	1
1536	997	1	E	5	32	2	1
1536	999	1	G	7	32	2	1
1536	1001	1	I	9	32	2	1
1536	1003	1	K	11	32	2	1
1536	1005	1	M	13	32	2	1
1536	1007	1	O	15	32	2	1
1536	1009	1	Q	17	32	2	1
1536	1011	1	S	19	32	2	1
1536	1013	1	U	21	32	2	1
1536	1015	1	W	23	32	2	1
1536	1017	1	Y	25	32	2	1
1536	1019	1	AA	27	32	2	1
1536	1021	1	AC	29	32	2	1
1536	1023	1	AE	31	32	2	1
1536	1057	1	A	1	34	2	1
1536	1059	1	C	3	34	2	1
1536	1061	1	E	5	34	2	1
1536	1063	1	G	7	34	2	1
1536	1065	1	I	9	34	2	1
1536	1067	1	K	11	34	2	1
1536	1069	1	M	13	34	2	1
1536	1071	1	O	15	34	2	1
1536	1073	1	Q	17	34	2	1
1536	1075	1	S	19	34	2	1
1536	1077	1	U	21	34	2	1
1536	1079	1	W	23	34	2	1
1536	1081	1	Y	25	34	2	1
1536	1083	1	AA	27	34	2	1
1536	1085	1	AC	29	34	2	1
1536	1087	1	AE	31	34	2	1
1536	1121	1	A	1	36	2	1
1536	1123	1	C	3	36	2	1
1536	1125	1	E	5	36	2	1
1536	1127	1	G	7	36	2	1
1536	1129	1	I	9	36	2	1
1536	1131	1	K	11	36	2	1
1536	1133	1	M	13	36	2	1
1536	1135	1	O	15	36	2	1
1536	1137	1	Q	17	36	2	1
1536	1139	1	S	19	36	2	1
1536	1141	1	U	21	36	2	1
1536	1143	1	W	23	36	2	1
1536	1145	1	Y	25	36	2	1
1536	1147	1	AA	27	36	2	1
1536	1149	1	AC	29	36	2	1
1536	1151	1	AE	31	36	2	1
1536	1185	1	A	1	38	2	1
1536	1187	1	C	3	38	2	1
1536	1189	1	E	5	38	2	1
1536	1191	1	G	7	38	2	1
1536	1193	1	I	9	38	2	1
1536	1195	1	K	11	38	2	1
1536	1197	1	M	13	38	2	1
1536	1199	1	O	15	38	2	1
1536	1201	1	Q	17	38	2	1
1536	1203	1	S	19	38	2	1
1536	1205	1	U	21	38	2	1
1536	1207	1	W	23	38	2	1
1536	1209	1	Y	25	38	2	1
1536	1211	1	AA	27	38	2	1
1536	1213	1	AC	29	38	2	1
1536	1215	1	AE	31	38	2	1
1536	1249	1	A	1	40	2	1
1536	1251	1	C	3	40	2	1
1536	1253	1	E	5	40	2	1
1536	1255	1	G	7	40	2	1
1536	1257	1	I	9	40	2	1
1536	1259	1	K	11	40	2	1
1536	1261	1	M	13	40	2	1
1536	1263	1	O	15	40	2	1
1536	1265	1	Q	17	40	2	1
1536	1267	1	S	19	40	2	1
1536	1269	1	U	21	40	2	1
1536	1271	1	W	23	40	2	1
1536	1273	1	Y	25	40	2	1
1536	1275	1	AA	27	40	2	1
1536	1277	1	AC	29	40	2	1
1536	1279	1	AE	31	40	2	1
1536	1313	1	A	1	42	2	1
1536	1315	1	C	3	42	2	1
1536	1317	1	E	5	42	2	1
1536	1319	1	G	7	42	2	1
1536	1321	1	I	9	42	2	1
1536	1323	1	K	11	42	2	1
1536	1325	1	M	13	42	2	1
1536	1327	1	O	15	42	2	1
1536	1329	1	Q	17	42	2	1
1536	1331	1	S	19	42	2	1
1536	1333	1	U	21	42	2	1
1536	1335	1	W	23	42	2	1
1536	1337	1	Y	25	42	2	1
1536	1339	1	AA	27	42	2	1
1536	1341	1	AC	29	42	2	1
1536	1343	1	AE	31	42	2	1
1536	1377	1	A	1	44	2	1
1536	1379	1	C	3	44	2	1
1536	1381	1	E	5	44	2	1
1536	1383	1	G	7	44	2	1
1536	1385	1	I	9	44	2	1
1536	1387	1	K	11	44	2	1
1536	1389	1	M	13	44	2	1
1536	1391	1	O	15	44	2	1
1536	1393	1	Q	17	44	2	1
1536	1395	1	S	19	44	2	1
1536	1397	1	U	21	44	2	1
1536	1399	1	W	23	44	2	1
1536	1401	1	Y	25	44	2	1
1536	1403	1	AA	27	44	2	1
1536	1405	1	AC	29	44	2	1
1536	1407	1	AE	31	44	2	1
1536	1441	1	A	1	46	2	1
1536	1443	1	C	3	46	2	1
1536	1445	1	E	5	46	2	1
1536	1447	1	G	7	46	2	1
1536	1449	1	I	9	46	2	1
1536	1451	1	K	11	46	2	1
1536	1453	1	M	13	46	2	1
1536	1455	1	O	15	46	2	1
1536	1457	1	Q	17	46	2	1
1536	1459	1	S	19	46	2	1
1536	1461	1	U	21	46	2	1
1536	1463	1	W	23	46	2	1
1536	1465	1	Y	25	46	2	1
1536	1467	1	AA	27	46	2	1
1536	1469	1	AC	29	46	2	1
1536	1471	1	AE	31	46	2	1
1536	1505	1	A	1	48	2	1
1536	1507	1	C	3	48	2	1
1536	1509	1	E	5	48	2	1
1536	1511	1	G	7	48	2	1
1536	1513	1	I	9	48	2	1
1536	1515	1	K	11	48	2	1
1536	1517	1	M	13	48	2	1
1536	1519	1	O	15	48	2	1
1536	1521	2	Q	17	48	2	1
1536	1523	2	S	19	48	2	1
1536	1525	2	U	21	48	2	1
1536	1527	2	W	23	48	2	1
1536	1529	3	Y	25	48	2	1
1536	1531	3	AA	27	48	2	1
1536	1533	4	AC	29	48	2	1
1536	1535	4	AE	31	48	2	1
1536	2	1	B	2	1	3	1
1536	4	1	D	4	1	3	1
1536	6	1	F	6	1	3	1
1536	8	1	H	8	1	3	1
1536	10	1	J	10	1	3	1
1536	12	1	L	12	1	3	1
1536	14	1	N	14	1	3	1
1536	16	1	P	16	1	3	1
1536	18	1	R	18	1	3	1
1536	20	1	T	20	1	3	1
1536	22	1	V	22	1	3	1
1536	24	1	X	24	1	3	1
1536	26	1	Z	26	1	3	1
1536	28	1	AB	28	1	3	1
1536	30	1	AD	30	1	3	1
1536	32	1	AF	32	1	3	1
1536	66	1	B	2	3	3	1
1536	68	1	D	4	3	3	1
1536	70	1	F	6	3	3	1
1536	72	1	H	8	3	3	1
1536	74	1	J	10	3	3	1
1536	76	1	L	12	3	3	1
