plate	well	accs.id
1	331	NMUYT1441O
1	332	TJZVU7681U
1	333	FMWZS6512T
1	334	OCKZQ7814S
1	335	SJGKX3458M
1	336	CBHJX1374S
1	337	FYQFO3234U
1	338	KQECJ0365T
1	339	IYGWT8453Z
1	340	MROHP3093I
1	341	BFKZY6618R
1	342	FWDLA5259P
1	343	DUQIN5949N
1	344	OABBZ7341O
1	345	CKXWA8964G
1	346	ENSGE1944A
1	347	IYPVQ9474E
1	348	ZGFEG6468O
1	349	DDUAW5443R
1	350	WLGFO2463L
1	351	MQCPJ7991U
1	352	JWIXW7666G
1	353	RWFEF4561Y
1	354	GFTFI5029B
1	355	NHZOQ5643H
1	356	OTUGJ3500M
1	357	CSKAH8462C
1	358	TCWMD1388U
1	359	FEXSA7929O
1	360	QBHDC1664W
1	361	YAKQH0764L
1	362	FBUTB9354F
1	363	ZULAS7851H
1	364	OWRNV5465K
1	365	PWWGZ7605A
1	366	APOEM1969M
1	367	SUVMQ6691C
1	368	ZENCA7541Z
1	369	NJHJO6238Z
1	370	LMZTW4764B
1	371	IZAFN3913A
1	372	BBZHC7391B
1	373	EZKNZ5252Q
1	374	XVBSE9196I
1	375	OTBWT1311P
1	376	EETMF8288C
2	1	WQOPM4133I
2	2	DNHVJ0033Q
2	3	OCYVA0056U
2	4	TKSIG0581T
2	5	ETGWC8906A
2	6	TOMHG5385O
2	7	JJVGJ7419J
2	8	FDFBM3101I
2	9	GHZDM7435Y
2	10	XMMYC0780A
2	11	SXLJX5839B
2	12	EMHCP6242P
2	13	MNJOW9451H
2	14	LFQYO2961X
2	15	KBDTC0901S
2	16	WXXWQ5954N
2	17	KFLTL8512Y
2	18	VWKQG4129M
2	19	EXSYR2925N
2	20	STHIG3285V
2	21	BVTFX1572B
2	22	BFUTV3085H
2	23	DYYYB4455N
2	24	BYASP4572T
2	25	YJZFS9982X
2	26	TSKFH8945E
2	27	RWVMI3031D
2	28	UANPE2720F
2	29	CKSPQ7567L
2	30	HTEUT9301I
2	31	PBNCX0156P
2	32	RJDJY6966F
2	33	OSHZQ2991H
2	34	TMCDS0825F
2	35	KIITF2740L
2	36	VBWCG7348F
2	37	BMZQX9008H
2	38	QQELZ4048N
2	39	JGWOY7374Y
2	40	CKIZW2515M
2	41	ZQQIF1102T
2	42	RGJFK8639I
2	43	YJSZP1816T
2	44	KBCWC8425C
2	45	CFAZA9237P
2	46	UHAGW3887Q
2	47	YOEPP2548K
2	48	DPJBE9739T
2	49	TOHFM5892U
2	50	XNANF4324T
2	51	GGGFC7057S
2	52	SGWAO2424L
2	53	SAEPL6835W
2	54	QXNHL7158T
2	55	DORSJ8539J
2	56	VXAQE0749V
2	57	XKNRM3162Q
2	58	PBQUY8357K
2	59	CYZAJ2240A
2	60	HVFWU8314I
2	61	XLRSO8846N
2	62	PSDCQ3219C
2	63	BUMSU3116F
2	64	CKITB4706V
2	65	GFXRL2127V
2	66	TRZPQ1088P
2	67	XFCIK3683T
2	68	UYHPS4005Q
2	69	AYIRG9650Y
2	70	GHHUH2876N
2	71	XMOHE9586T
2	72	SDGRT2598G
2	73	ONSGO8374F
2	74	KWAFK2883R
2	75	YKVDZ6770P
2	76	ZJRHS9614I
2	77	VJBJW0020O
2	78	IZXLS7687R
2	79	JZORP2493W
2	80	ZTXJF5290S
2	81	WKWDM0868D
2	82	QBSBK7664G
2	83	LQBTW2936K
2	84	NZMRH7413V
2	85	RBHSP0934B
2	86	YBJXU8914U
2	87	GPUNZ8966R
2	88	BMEQP9981D
2	89	JAGLJ4678P
2	90	CQSVL4774V
2	91	GIHOU0033K
2	92	OOYAO6272J
2	93	SUPZR2965J
2	94	JGBHD7403Y
2	95	BELJM7717F
2	96	IXRWZ9780F
2	97	FFWJX8069M
2	98	OZJFT2559K
2	99	RNXCY6505B
2	100	XMUUP7859K
2	101	YRYYW9907O
2	102	ABYAN0355B
2	103	TMULI0760D
2	104	LGITM3966B
2	105	OHFYA0981W
2	106	KKWYF4576Z
2	107	XAKEL2162E
2	108	RESAM6756S
2	109	AIQIK7837G
2	110	JBCFM4021I
2	111	EQEUD4286T
2	112	MAAFA5245F
2	113	FDTMY3167T
2	114	KEBLV8383T
2	115	ZCUOU0486K
2	116	TWMGG5814U
2	117	BQESI2531N
2	118	CMIZL5224W
2	119	YFHPX2517B
2	120	DPVVK9033H
2	121	UNTXI4923C
2	122	EJIMS1555B
2	123	VMNIS4983M
2	124	BBGGR1672S
2	125	BUFTV7737V
2	126	WIMKF1055C
2	127	HMZUE9567P
2	128	TGNGR8472R
2	129	HZEIK7472O
2	130	DJJGJ2154A
2	131	WDEHL9890L
2	132	ZMJMV4551W
2	133	BPZVX7171Y
2	134	QKSUA5094W
2	135	QIGKB6657G
2	136	CVXQN6199E
2	137	JEGFF2162Q
2	138	JWZVP9180B
2	139	VBIZI5526J
2	140	CAIMV0266U
2	141	SGLQG3264V
2	142	AGIWJ9747E
2	143	ALNUJ8350U
2	144	HBMFA6387D
2	145	HEFMN6381Q
2	146	RXNHQ9538T
2	147	AAYNC6269U
2	148	QGJWD8111C
2	149	EXAEZ3509V
2	150	OQSAR5753T
2	151	BXXUW7670R
2	152	QLFKO5416I
2	153	IIYKY4173D
2	154	ZMFTL5611E
2	155	ERVDU6538W
2	156	BAMLN8786M
2	157	ZVZVJ1919R
2	158	MTBCS7510Y
2	159	CUUET0717O
2	160	AFMGZ9166G
2	161	ZYVMR1800K
2	162	PEDBK2351S
2	163	PNNXG6695I
2	164	HUZTV2401L
2	165	IFNRM2579P
2	166	OAWQW0967U
2	167	DTXFU8454Z
2	168	LEVYD2577N
2	169	UWOKC8940G
2	170	NPEVC7165Q
2	171	BVCAH1023A
2	172	QYKWS8439E
2	173	TBPFC9431F
2	174	AAUQI8253M
2	175	IUDIL4137I
2	176	BDLRT4811M
2	177	IRYQX5279O
2	178	FWPTN5942S
2	179	ANRDJ7651H
2	180	BWYNX6292M
2	181	HYHIF7647V
2	182	RIAEF6741H
2	183	ZKUES9376M
2	184	ZNHPM0988G
2	185	VCFOJ1982D
2	186	XGIQN2977Q
2	187	NQMCS3132D
2	188	BHQPG4578M
2	189	JDSAX1827B
2	190	HEWSA4996J
2	191	WDHQU3395Q
2	192	LBTUD2855E
2	193	HDILA7682E
2	194	QSDPC5040Z
2	195	NBREN9851G
2	196	ZXJTM9138F
2	197	NURIO8266J
2	198	NFBMM9290W
2	199	TZMRI7872Q
2	200	ELPUE3643Y
2	201	HGMDA2427U
2	202	BLYXN8003G
2	203	GLPPW3633R
2	204	BZLYO8184U
2	205	AEWXR0206G
2	206	JOAZI2882B
2	207	UOXNH1162V
2	208	CGTTL9191Y
2	209	QBRYS7012G
2	210	DVGTX9121Q
2	211	ZDQYL4235X
2	212	WMBYE0882B
2	213	ILKAU9590H
2	214	CBQAZ8249C
2	215	DDCCY9201R
2	216	MZIRM2476S
2	217	DEPTE8206H
2	218	QROTP0974X
2	219	LCWHX9953V
2	220	ARLHG6301P
2	221	LMEZL8334I
2	222	YTTQV2852H
2	223	WWINQ4823T
2	224	PJEGD9429Y
2	225	LZFZP1049J
2	226	OUZUJ1278X
2	227	CVEBA1189H
2	228	IGIQN0575C
2	229	VPQSB6823W
2	230	FPDRK1429F
2	231	JUAAV5743V
2	232	OEPOC0503T
2	233	CFDMK0061M
2	234	MBMXV8310S
2	235	UNXHK2586K
2	236	ALCSZ5271A
2	237	MSXRW2135W
2	238	USQJR8007P
2	239	JWBSA4995O
2	240	KKZOM2316R
2	241	VCYYF5808E
2	242	JFXWV1910R
2	243	DAAIY7258H
2	244	ITMRD5335I
2	245	HLQAD7373K
2	246	SVMRR2333Z
2	247	DNHTZ7420I
2	248	ETMLM8328S
2	249	OZCVU2875K
2	250	QFOGA8182U
2	251	GTNYO6822K
2	252	TEKWZ0900L
2	253	HZDQM1108G
2	254	VUZPZ5639R
2	255	WAWSW6851V
2	256	BHFRI9177Q
2	257	CZYCF2109B
2	258	TTADM8285G
2	259	DYMAQ5251F
2	260	ELMUE0117L
2	261	NOGNA8689O
2	262	INKYG2374C
2	263	HHJXI9817D
2	264	HICRK9126I
2	265	ODEJV7815L
2	266	HUOIE4767D
2	267	CGVKD7416P
2	268	FYOBZ7496A
2	269	GMUQX7613N
2	270	FSONB7913X
2	271	CTSQD8810N
2	272	INWDQ3724U
2	273	AUXBE1903S
2	274	KIEYP2382E
2	275	BZXVN9407F
2	276	ZSGLC3390R
2	277	HSSAR8369B
2	278	LXIVD8714D
2	279	MUGVC6914A
2	280	RJKXQ6057N
2	281	VITZY5782C
2	282	FDJHI9839I
2	283	MMRFY0200R
2	284	PTCUM4430Q
2	285	EXEQD2065Q
2	286	NFHKP1207Z
2	287	LGVGS5251P
2	288	CQZNO6607C
2	289	WOBDH3542N
2	290	PIJPJ7142D
2	291	RARRH2061Z
2	292	VJNJA3635X
2	293	OGWLE3710O
2	294	TZDDB8251D
2	295	GNVQY9121V
2	296	TBYIP7462E
2	297	YKMRG3835P
2	298	BAKXZ5418U
2	299	FUBCH1710R
2	300	HIHLO3047N
2	301	DMQFX7337D
2	302	NZIJU6593B
2	303	NZYYJ0940E
2	304	DTDVA3040S
2	305	ERCZS6967P
2	306	NDXPS8012X
2	307	JJYCZ6627S
2	308	IHSCL8446Q
2	309	OQNFA9986X
2	310	MDUIC3915G
2	311	NRHTR2660D
2	312	CXYYJ4533I
2	313	RAEUG6358C
2	314	MYXYS3968K
2	315	MUHKO3056I
2	316	MNUXE1962R
2	317	RAVTZ9107X
2	318	WVFFG5369P
2	319	HJMCE1870M
2	320	ZHRHU6776P
2	321	JPSRH5492P
2	322	STEJM9437C
2	323	MKZDR1570B
2	324	YPCCF4472A
2	325	CQOWF2113F
2	326	NLHJW1303B
2	327	RPKKI0428E
2	328	TSMAY1102A
2	329	FPYRO9447G
2	330	CMVMN2230V
2	331	KIKRT0472V
2	332	YYTLI3734L
2	333	JRKHY3551M
2	334	OEZEL3246R
2	335	ATOII7543A
2	336	AVVGQ1573C
2	337	LEGJD7141W
2	338	EPQDJ1644K
2	339	ZSVFA1956G
2	340	FXNLX9780H
2	341	QTWGT4448A
2	342	FJKGQ7474L
2	343	CXYZZ4440Z
2	344	PNBGD7394F
2	345	HQHSR8953F
2	346	DUFGY8348L
2	347	VSKBC7988M
2	348	HXNZO0401D
2	349	KOKWW3453W
2	350	IZVWD0577H
2	351	JAOLQ9868Q
2	352	USSAM0390U
2	353	GHXCG6586Y
2	354	EOGKU2115X
2	355	DAICJ9617L
2	356	LMHCC6701U
2	357	GYNBV3593F
2	358	VTJAK2116E
2	359	VMHBR3320C
2	360	LWRSZ1067W
2	361	YEQUI0678T
2	362	ILVUW4801X
2	363	NYGIQ9091O
2	364	DKXYA8999H
2	365	JKGYF0208Z
2	366	HCXOZ5423U
2	367	DXBQQ4964W
2	368	PEJHM0071R
2	369	VLFRB0462G
2	370	QIYAQ3061G
2	371	PJMBD8702M
2	372	RVHAV0342M
2	373	BBZDQ9276D
2	374	NEXTR1327H
2	375	QTTJW3498J
2	376	AFUPZ8630C
