AssayRun	PlateSet	Plate	PlateOrder	Well	WellType	WellNum	Response	Bk_Sub	Norm	NormPos	pEnhanced	Sample	accession	Target
AR-4	PS-4	PLT-8	2	N23	unknown	366	0.39170325	0.39135325	0.49429578	0.6963581	-37.718	SPL-1294		1
AR-4	PS-4	PLT-8	2	M23	unknown	365	0.17651519	0.1761652	0.22250412	0.31346118	-85.37869	SPL-1293		1
AR-4	PS-4	PLT-8	2	L23	unknown	364	0.34246513	0.34211513	0.43210596	0.60874575	-48.623447	SPL-1292		1
AR-4	PS-4	PLT-8	2	K23	unknown	363	0.39565063	0.39530063	0.4992815	0.7033819	-36.843716	SPL-1291		1
AR-4	PS-4	PLT-8	2	J23	unknown	362	0.10999914	0.109649144	0.13849153	0.19510524	-100.11093	SPL-1290		1
AR-4	PS-4	PLT-8	2	I23	unknown	361	0.15093435	0.15058435	0.19019444	0.26794368	-91.04444	SPL-1289		1
AR-4	PS-4	PLT-8	2	H23	unknown	360	0.14471222	0.14436223	0.18233563	0.2568723	-92.42254	SPL-1288		1
AR-4	PS-4	PLT-8	2	G23	unknown	359	0.2132703	0.21292031	0.2689274	0.37886176	-77.23803	SPL-1287		1
AR-4	PS-4	PLT-8	2	F23	unknown	358	0.26672283	0.26637283	0.3364402	0.473973	-65.399155	SPL-1286		1
AR-4	PS-4	PLT-8	2	E23	unknown	357	0.1739954	0.1736454	0.21932152	0.30897757	-85.93679	SPL-1285		1
AR-4	PS-4	PLT-8	2	D23	unknown	356	0.6747682	0.6744182	0.85181886	1.2000324	24.976345	SPL-1284		1
AR-4	PS-4	PLT-8	2	C23	unknown	355	0.16048054	0.16013055	0.20225169	0.28492978	-88.930115	SPL-1283		1
AR-4	PS-4	PLT-8	2	B23	unknown	354	0.04183001	0.041480012	0.052391015	0.07380785	-115.2093	SPL-1282		1
AR-4	PS-4	PLT-8	2	A23	unknown	353	0.48509374	0.48474374	0.61225194	0.86253333	-17.033503	SPL-1281		1
AR-4	PS-4	PLT-8	2	P22	unknown	352	0.54437935	0.54402936	0.6871322	0.9680238	-3.9026916	SPL-1280		1
AR-4	PS-4	PLT-8	2	O22	unknown	351	0.30050883	0.30015883	0.37911335	0.53409046	-57.916096	SPL-1279		1
AR-4	PS-4	PLT-8	2	N22	unknown	350	0.26661664	0.26626664	0.3363061	0.47378406	-65.42267	SPL-1278		1
AR-4	PS-4	PLT-8	2	M22	unknown	349	0.24418369	0.24383369	0.3079723	0.43386778	-70.39121	SPL-1277		1
AR-4	PS-4	PLT-8	2	L22	unknown	348	0.31236535	0.31201535	0.39408866	0.55518746	-55.290066	SPL-1276		1
AR-4	PS-4	PLT-8	2	K22	unknown	347	0.3225448	0.3221948	0.40694574	0.57330036	-53.03548	SPL-1275		1
AR-4	PS-4	PLT-8	2	J22	unknown	346	0.14034192	0.13999192	0.17681575	0.24909595	-93.390495	SPL-1274		1
AR-4	PS-4	PLT-8	2	I22	unknown	345	0.40119937	0.40084937	0.5062898	0.7132551	-35.614758	SPL-1273		1
AR-4	PS-4	PLT-8	2	H22	unknown	344	0.39245763	0.39210764	0.49524862	0.6977004	-37.55091	SPL-1272		1
AR-4	PS-4	PLT-8	2	G22	unknown	343	0.17197092	0.17162092	0.21676451	0.3053753	-86.38518	SPL-1271		1
AR-4	PS-4	PLT-8	2	F22	unknown	342	0.20657103	0.20622103	0.26046592	0.36694133	-78.72181	SPL-1270		1
AR-4	PS-4	PLT-8	2	E22	unknown	341	0.20074503	0.20039503	0.25310743	0.35657477	-80.01218	SPL-1269		1
AR-4	PS-4	PLT-8	2	D22	unknown	340	0.19408864	0.19373864	0.24470013	0.34473068	-81.48646	SPL-1268		1
AR-4	PS-4	PLT-8	2	C22	unknown	339	0.17322439	0.17287439	0.2183477	0.30760568	-86.10756	SPL-1267		1
AR-4	PS-4	PLT-8	2	B22	unknown	338	0.44871297	0.44836298	0.56630147	0.7977989	-25.091259	SPL-1266		1
AR-4	PS-4	PLT-8	2	A22	unknown	337	0.37991172	0.37956172	0.47940257	0.6753767	-40.32963	SPL-1265		1
AR-4	PS-4	PLT-8	2	P21	unknown	336	0.36437798	0.36402798	0.4597828	0.6477366	-43.770107	SPL-1264		1
AR-4	PS-4	PLT-8	2	O21	unknown	335	0.19384189	0.19349189	0.24438848	0.34429163	-81.54111	SPL-1263		1
AR-4	PS-4	PLT-8	2	N21	unknown	334	0.014438194	0.014088194	0.017793989	0.02506796	-121.276146	SPL-1262		1
AR-4	PS-4	PLT-8	2	M21	unknown	333	0.31062967	0.31027967	0.3918964	0.55209905	-55.67449	SPL-1261		1
AR-4	PS-4	PLT-8	2	L21	unknown	332	0.4937289	0.4933789	0.6231585	0.8778984	-15.120953	SPL-1260		1
AR-4	PS-4	PLT-8	2	K21	unknown	331	0.38198048	0.38163048	0.48201552	0.6790578	-39.871433	SPL-1259		1
AR-4	PS-4	PLT-8	2	J21	unknown	330	0.26386252	0.26351252	0.3328275	0.46888348	-66.03266	SPL-1258		1
AR-4	PS-4	PLT-8	2	I21	unknown	329	0.38345337	0.38310337	0.48387584	0.6816786	-39.54521	SPL-1257		1
AR-4	PS-4	PLT-8	2	H21	unknown	328	0.20118602	0.20083602	0.25366443	0.35735947	-79.914505	SPL-1256		1
AR-4	PS-4	PLT-8	2	G21	unknown	327	0.15110718	0.15075718	0.19041272	0.2682512	-91.006165	SPL-1255		1
AR-4	PS-4	PLT-8	2	F21	unknown	326	0.38032356	0.37997356	0.47992274	0.67610955	-40.238415	SPL-1254		1
AR-4	PS-4	PLT-8	2	E21	unknown	325	0.22044577	0.22009577	0.2779903	0.3916295	-75.64878	SPL-1253		1
AR-4	PS-4	PLT-8	2	D21	unknown	324	0.27085346	0.27050346	0.34165737	0.48132288	-64.48428	SPL-1252		1
AR-4	PS-4	PLT-8	2	C21	unknown	323	0.6319274	0.6315774	0.79770905	1.1238031	15.487788	SPL-1251		1
AR-4	PS-4	PLT-8	2	B21	unknown	322	0.1317327	0.1313827	0.16594194	0.23377705	-95.297295	SPL-1250		1
AR-4	PS-4	PLT-8	2	A21	unknown	321	0.17713588	0.17678589	0.22328809	0.31456563	-85.24122	SPL-1249		1
AR-4	PS-4	PLT-8	2	P20	unknown	320	0.442834	0.442484	0.5588761	0.7873381	-26.393358	SPL-1248		1
AR-4	PS-4	PLT-8	2	O20	unknown	319	0.22357419	0.2232242	0.28194165	0.39719605	-74.95589	SPL-1247		1
AR-4	PS-4	PLT-8	2	N20	unknown	318	0.38939267	0.38904268	0.49137744	0.69224674	-38.22975	SPL-1246		1
AR-4	PS-4	PLT-8	2	M20	unknown	317	0.23402663	0.23367663	0.2951435	0.4157947	-72.64084	SPL-1245		1
AR-4	PS-4	PLT-8	2	L20	unknown	316	0.08357124	0.08322124	0.105111964	0.1480805	-105.96429	SPL-1244		1
AR-4	PS-4	PLT-8	2	K20	unknown	315	0.5153553	0.5150053	0.65047354	0.9163795	-10.331056	SPL-1243		1
AR-4	PS-4	PLT-8	2	J20	unknown	314	0.2942936	0.2939436	0.37126327	0.52303135	-59.292667	SPL-1242		1
AR-4	PS-4	PLT-8	2	I20	unknown	313	0.08627736	0.08592736	0.1085299	0.15289566	-105.36493	SPL-1241		1
AR-4	PS-4	PLT-8	2	H20	unknown	312	0.14713153	0.14678153	0.1853913	0.2611771	-91.8867	SPL-1240		1
AR-4	PS-4	PLT-8	2	G20	unknown	311	0.28371802	0.28336802	0.35790586	0.5042136	-61.63499	SPL-1239		1
AR-4	PS-4	PLT-8	2	F20	unknown	310	0.19497903	0.19462903	0.24582472	0.346315	-81.28925	SPL-1238		1
AR-4	PS-4	PLT-8	2	E20	unknown	309	0.092365205	0.09201521	0.11621911	0.16372812	-104.01656	SPL-1237		1
AR-4	PS-4	PLT-8	2	D20	unknown	308	0.2819065	0.2815565	0.3556178	0.50099015	-62.036217	SPL-1236		1
AR-4	PS-4	PLT-8	2	C20	unknown	307	0.056899644	0.056549646	0.0714246	0.10062214	-111.87162	SPL-1235		1
AR-4	PS-4	PLT-8	2	B20	unknown	306	0.17267163	0.17232163	0.21764955	0.30662212	-86.22998	SPL-1234		1
AR-4	PS-4	PLT-8	2	A20	unknown	305	0.4418673	0.4415173	0.5576551	0.78561795	-26.607468	SPL-1233		1
AR-4	PS-4	PLT-8	2	P19	unknown	304	0.23906605	0.23871605	0.30150852	0.42476165	-71.52469	SPL-1232		1
AR-4	PS-4	PLT-8	2	O19	unknown	303	0.22556394	0.22521394	0.2844548	0.40073654	-74.51518	SPL-1231		1
AR-4	PS-4	PLT-8	2	N19	unknown	302	0.7917389	0.7913889	0.99955785	1.4081653	50.88348	SPL-1230		1
AR-4	PS-4	PLT-8	2	M19	unknown	301	0.16375315	0.16340315	0.20638512	0.29075295	-88.205284	SPL-1229		1
AR-4	PS-4	PLT-8	2	L19	unknown	300	0.117339335	0.11698934	0.1477625	0.20816608	-98.4852	SPL-1228		1
AR-4	PS-4	PLT-8	2	K19	unknown	299	0.37865484	0.37830484	0.4778151	0.6731403	-40.60801	SPL-1227		1
AR-4	PS-4	PLT-8	2	J19	unknown	298	0.16279134	0.16244134	0.20517032	0.28904152	-88.418304	SPL-1226		1
AR-4	PS-4	PLT-8	2	I19	unknown	297	0.15250541	0.15215541	0.19217876	0.27073917	-90.69648	SPL-1225		1
AR-4	PS-4	PLT-8	2	H19	unknown	296	0.1633072	0.1629572	0.20582187	0.28995943	-88.304054	SPL-1224		1
AR-4	PS-4	PLT-8	2	G19	unknown	295	0.27097413	0.27062413	0.34180978	0.48153758	-64.45756	SPL-1223		1
AR-4	PS-4	PLT-8	2	F19	unknown	294	0.40579155	0.40544155	0.5120899	0.72142625	-34.597664	SPL-1222		1
AR-4	PS-4	PLT-8	2	E19	unknown	293	0.12721789	0.12686789	0.16023953	0.22574358	-96.29726	SPL-1221		1
AR-4	PS-4	PLT-8	2	D19	unknown	292	0.09537367	0.09502367	0.12001893	0.16908126	-103.35024	SPL-1220		1
AR-4	PS-4	PLT-8	2	C19	unknown	291	0.4529134	0.4525634	0.5716068	0.80527294	-24.16093	SPL-1219		1
AR-4	PS-4	PLT-8	2	B19	unknown	290	0.075141005	0.07479101	0.09446422	0.13308008	-107.83145	SPL-1218		1
AR-4	PS-4	PLT-8	2	A19	unknown	289	0.30145437	0.30110437	0.3803076	0.53577286	-57.706676	SPL-1217		1
AR-4	PS-4	PLT-8	2	P18	unknown	288	0.20508538	0.20473538	0.25858948	0.36429784	-79.05086	SPL-1216		1
AR-4	PS-4	PLT-8	2	O18	unknown	287	0.35874778	0.35839778	0.45267162	0.63771844	-45.017105	SPL-1215		1
AR-4	PS-4	PLT-8	2	N18	unknown	286	0.19795416	0.19760416	0.24958245	0.3516088	-80.63031	SPL-1214		1
AR-4	PS-4	PLT-8	2	M18	unknown	285	0.5840686	0.5837186	0.7372614	1.0386451	4.8878384	SPL-1213		1
AR-4	PS-4	PLT-8	2	L18	unknown	284	0.29842222	0.29807222	0.37647787	0.5303776	-58.378246	SPL-1212		1
AR-4	PS-4	PLT-8	2	K18	unknown	283	0.036050968	0.03570097	0.045091838	0.06352485	-116.489265	SPL-1211		1
AR-4	PS-4	PLT-8	2	J18	unknown	282	0.04795477	0.047604773	0.06012685	0.084706	-113.85276	SPL-1210		1
AR-4	PS-4	PLT-8	2	I18	unknown	281	0.52632797	0.52597797	0.6643325	0.93590385	-7.9007835	SPL-1209		1
AR-4	PS-4	PLT-8	2	H18	unknown	280	0.43816164	0.43781164	0.5529747	0.77902424	-27.42821	SPL-1208		1
AR-4	PS-4	PLT-8	2	G18	unknown	279	0.30468982	0.30433983	0.38439414	0.54152995	-56.990074	SPL-1207		1
AR-4	PS-4	PLT-8	2	F18	unknown	278	0.3492604	0.3489104	0.44068864	0.620837	-47.11841	SPL-1206		1
AR-4	PS-4	PLT-8	2	E18	unknown	277	0.29008442	0.28973442	0.3659469	0.5155417	-60.224934	SPL-1205		1
AR-4	PS-4	PLT-8	2	D18	unknown	276	0.27907363	0.27872363	0.35203978	0.4959495	-62.66365	SPL-1204		1
AR-4	PS-4	PLT-8	2	C18	unknown	275	0.13799939	0.13764939	0.17385702	0.24492773	-93.909325	SPL-1203		1
AR-4	PS-4	PLT-8	2	B18	unknown	274	0.44873393	0.44838393	0.5663279	0.7978362	-25.086618	SPL-1202		1
AR-4	PS-4	PLT-8	2	A18	unknown	273	0.14173998	0.14138998	0.17858155	0.25158358	-93.08085	SPL-1201		1
AR-4	PS-4	PLT-8	2	P17	unknown	272	0.28839344	0.28804344	0.3638111	0.51253283	-60.59946	SPL-1200		1
AR-4	PS-4	PLT-8	2	O17	unknown	271	0.18362635	0.18327636	0.23148583	0.3261145	-83.80369	SPL-1199		1
AR-4	PS-4	PLT-8	2	N17	unknown	270	0.16519815	0.16484815	0.20821021	0.2933241	-87.88524	SPL-1198		1
AR-4	PS-4	PLT-8	2	M17	unknown	269	0.14563629	0.14528629	0.18350276	0.25851652	-92.21788	SPL-1197		1
AR-4	PS-4	PLT-8	2	L17	unknown	268	0.17374222	0.17339222	0.21900174	0.30852708	-85.99287	SPL-1196		1
AR-4	PS-4	PLT-8	2	K17	unknown	267	0.2883949	0.2880449	0.36381295	0.5125354	-60.599136	SPL-1195		1
AR-4	PS-4	PLT-8	2	J17	unknown	266	0.15458095	0.15423095	0.19480024	0.2744323	-90.23678	SPL-1194		1
AR-4	PS-4	PLT-8	2	I17	unknown	265	0.35291412	0.35256413	0.44530347	0.6273383	-46.309166	SPL-1193		1
AR-4	PS-4	PLT-8	2	H17	unknown	264	0.42449078	0.42414078	0.53570783	0.7546989	-30.456085	SPL-1192		1
AR-4	PS-4	PLT-8	2	G17	unknown	263	0.2719516	0.2716016	0.34304434	0.48327684	-64.241066	SPL-1191		1
AR-4	PS-4	PLT-8	2	F17	unknown	262	0.095522955	0.09517296	0.12020749	0.1693469	-103.31718	SPL-1190		1
AR-4	PS-4	PLT-8	2	E17	unknown	261	0.42332512	0.42297512	0.53423554	0.75262475	-30.71426	SPL-1189		1
AR-4	PS-4	PLT-8	2	D17	unknown	260	0.36658826	0.36623827	0.46257448	0.6516695	-43.280563	SPL-1188		1
AR-4	PS-4	PLT-8	2	C17	unknown	259	0.40878287	0.40843287	0.51586807	0.7267489	-33.935135	SPL-1187		1
AR-4	PS-4	PLT-8	2	B17	unknown	258	0.10959942	0.10924942	0.13798666	0.19439398	-100.19946	SPL-1186		1
AR-4	PS-4	PLT-8	2	A17	unknown	257	0.26315504	0.26280504	0.33193395	0.46762463	-66.18936	SPL-1185		1
AR-4	PS-4	PLT-8	2	P16	unknown	256	0.15425129	0.1539013	0.19438387	0.2738457	-90.30979	SPL-1184		1
AR-4	PS-4	PLT-8	2	O16	unknown	255	0.43205202	0.43170202	0.545258	0.7681531	-28.781393	SPL-1183		1
AR-4	PS-4	PLT-8	2	N16	unknown	254	0.09173305	0.091383055	0.11542068	0.16260329	-104.15658	SPL-1182		1
AR-4	PS-4	PLT-8	2	M16	unknown	253	0.23586659	0.2355166	0.29746747	0.41906866	-72.233315	SPL-1181		1
AR-4	PS-4	PLT-8	2	L16	unknown	252	0.21914503	0.21879503	0.27634743	0.389315	-75.936874	SPL-1180		1
AR-4	PS-4	PLT-8	2	K16	unknown	251	0.19956814	0.19921814	0.25162098	0.35448065	-80.272835	SPL-1179		1
AR-4	PS-4	PLT-8	2	J16	unknown	250	0.13908981	0.13873981	0.17523427	0.24686798	-93.667816	SPL-1178		1
AR-4	PS-4	PLT-8	2	I16	unknown	249	0.5260384	0.5256884	0.6639668	0.9353886	-7.964916	SPL-1177		1
AR-4	PS-4	PLT-8	2	H16	unknown	248	0.19274357	0.19239357	0.24300125	0.3423373	-81.78437	SPL-1176		1
AR-4	PS-4	PLT-8	2	G16	unknown	247	0.095079236	0.09472924	0.11964705	0.16855736	-103.41545	SPL-1175		1
AR-4	PS-4	PLT-8	2	F16	unknown	246	0.37689838	0.37654838	0.4755966	0.6700149	-40.99704	SPL-1174		1
AR-4	PS-4	PLT-8	2	E16	unknown	245	0.49847147	0.49812147	0.6291486	0.8863371	-14.070551	SPL-1173		1
AR-4	PS-4	PLT-8	2	D16	unknown	244	0.08416302	0.08381302	0.10585941	0.14913349	-105.83322	SPL-1172		1
AR-4	PS-4	PLT-8	2	C16	unknown	243	0.5994439	0.5990939	0.7566811	1.0660034	8.293224	SPL-1171		1
AR-4	PS-4	PLT-8	2	B16	unknown	242	0.06256996	0.062219962	0.07858645	0.11071167	-110.61574	SPL-1170		1
AR-4	PS-4	PLT-8	2	A16	unknown	241	0.31825197	0.31790197	0.40152368	0.56566185	-53.986275	SPL-1169		1
AR-4	PS-4	PLT-8	2	P15	unknown	240	0.50010985	0.49975985	0.63121796	0.88925236	-13.707675	SPL-1168		1
AR-4	PS-4	PLT-8	2	O15	unknown	239	0.15642062	0.15607062	0.19712383	0.27770573	-89.82932	SPL-1167		1
AR-4	PS-4	PLT-8	2	N15	unknown	238	0.19401254	0.19366254	0.24460402	0.34459525	-81.50331	SPL-1166		1
AR-4	PS-4	PLT-8	2	M15	unknown	237	0.5258491	0.5254991	0.6637277	0.9350518	-8.0068445	SPL-1165		1
AR-4	PS-4	PLT-8	2	L15	unknown	236	0.53533274	0.53498274	0.6757059	0.9519266	-5.9063716	SPL-1164		1
AR-4	PS-4	PLT-8	2	K15	unknown	235	0.14072417	0.14037417	0.17729853	0.2497761	-93.30583	SPL-1163		1
AR-4	PS-4	PLT-8	2	J15	unknown	234	0.34614214	0.34579214	0.43675017	0.6152885	-47.80905	SPL-1162		1
AR-4	PS-4	PLT-8	2	I15	unknown	233	0.27304432	0.27269432	0.34442452	0.4852212	-63.999046	SPL-1161		1
AR-4	PS-4	PLT-8	2	H15	unknown	232	0.21753441	0.21718441	0.27431312	0.38644913	-76.293594	SPL-1160		1
AR-4	PS-4	PLT-8	2	G15	unknown	231	0.11856307	0.11821307	0.14930813	0.21034354	-98.21416	SPL-1159		1
AR-4	PS-4	PLT-8	2	F15	unknown	230	0.0905663	0.0902163	0.11394702	0.16052723	-104.41499	SPL-1158		1
AR-4	PS-4	PLT-8	2	E15	unknown	229	0.14258745	0.14223745	0.17965195	0.25309154	-92.89314	SPL-1157		1
AR-4	PS-4	PLT-8	2	D15	unknown	228	0.2670957	0.26674572	0.33691117	0.4746365	-65.31657	SPL-1156		1
AR-4	PS-4	PLT-8	2	C15	unknown	227	0.27456215	0.27421215	0.3463416	0.48792198	-63.66287	SPL-1155		1
AR-4	PS-4	PLT-8	2	B15	unknown	226	0.22110187	0.22075187	0.278819	0.3927969	-75.50346	SPL-1154		1
AR-4	PS-4	PLT-8	2	A15	unknown	225	0.43072563	0.43037564	0.54358274	0.7657929	-29.075165	SPL-1153		1
AR-4	PS-4	PLT-8	2	P14	unknown	224	0.08366593	0.08331593	0.10523156	0.14824899	-105.94331	SPL-1152		1
AR-4	PS-4	PLT-8	2	O14	unknown	223	0.029718261	0.02936826	0.03709336	0.052256692	-117.89186	SPL-1151		1
AR-4	PS-4	PLT-8	2	N14	unknown	222	0.29400438	0.29365438	0.37089795	0.52251667	-59.356728	SPL-1150		1
AR-4	PS-4	PLT-8	2	M14	unknown	221	0.13305582	0.13270582	0.16761309	0.23613136	-95.00425	SPL-1149		1
AR-4	PS-4	PLT-8	2	L14	unknown	220	0.24906246	0.24871247	0.31413442	0.44254887	-69.31064	SPL-1148		1
AR-4	PS-4	PLT-8	2	K14	unknown	219	0.27433586	0.27398586	0.34605578	0.48751932	-63.71299	SPL-1147		1
AR-4	PS-4	PLT-8	2	J14	unknown	218	0.22423379	0.2238838	0.28277475	0.39836973	-74.80979	SPL-1146		1
AR-4	PS-4	PLT-8	2	I14	unknown	217	0.5482414	0.5478914	0.6920101	0.97489566	-3.0473156	SPL-1145		1
AR-4	PS-4	PLT-8	2	H14	unknown	216	0.27938843	0.27903843	0.35243738	0.49650964	-62.593925	SPL-1144		1
AR-4	PS-4	PLT-8	2	G14	unknown	215	0.16616963	0.16581963	0.20943724	0.2950527	-87.670074	SPL-1143		1
AR-4	PS-4	PLT-8	2	F14	unknown	214	0.31030005	0.30995005	0.3914801	0.55151254	-55.747498	SPL-1142		1
AR-4	PS-4	PLT-8	2	E14	unknown	213	0.37344137	0.37309137	0.47123024	0.66386366	-41.76271	SPL-1141		1
AR-4	PS-4	PLT-8	2	D14	unknown	212	0.010694411	0.01034441	0.01306543	0.018406425	-122.10534	SPL-1140		1
AR-4	PS-4	PLT-8	2	C14	unknown	211	0.41111612	0.41076612	0.51881504	0.7309006	-33.418358	SPL-1139		1
AR-4	PS-4	PLT-8	2	B14	unknown	210	0.13678642	0.13643642	0.17232499	0.24276942	-94.17798	SPL-1138		1
AR-4	PS-4	PLT-8	2	A14	unknown	209	0.06732747	0.06697747	0.08459539	0.11917699	-109.56202	SPL-1137		1
AR-4	PS-4	PLT-8	2	P13	unknown	208	0.17096683	0.17061684	0.21549632	0.30358866	-86.60757	SPL-1136		1
AR-4	PS-4	PLT-8	2	O13	unknown	207	0.10542378	0.10507378	0.13271265	0.18696402	-101.124306	SPL-1135		1
AR-4	PS-4	PLT-8	2	N13	unknown	206	0.042301968	0.04195197	0.052987117	0.07464763	-115.10477	SPL-1134		1
AR-4	PS-4	PLT-8	2	M13	unknown	205	0.29137525	0.29102525	0.36757725	0.51783854	-59.939037	SPL-1133		1
AR-4	PS-4	PLT-8	2	L13	unknown	204	0.13806239	0.13771239	0.17393659	0.24503984	-93.89537	SPL-1132		1
AR-4	PS-4	PLT-8	2	K13	unknown	203	0.48811275	0.48776275	0.6160651	0.86790526	-16.364841	SPL-1131		1
AR-4	PS-4	PLT-8	2	J13	unknown	202	0.23172796	0.23137796	0.2922402	0.41170454	-73.149956	SPL-1130		1
AR-4	PS-4	PLT-8	2	I13	unknown	201	0.52543765	0.52508765	0.663208	0.9343197	-8.097974	SPL-1129		1
AR-4	PS-4	PLT-8	2	H13	unknown	200	0.37493291	0.37458292	0.47311413	0.6665176	-41.432358	SPL-1128		1
AR-4	PS-4	PLT-8	2	G13	unknown	199	0.35371184	0.35336185	0.44631103	0.6287577	-46.132484	SPL-1127		1
AR-4	PS-4	PLT-8	2	F13	unknown	198	0.54821324	0.54786325	0.6919746	0.9748456	-3.0535467	SPL-1126		1
AR-4	PS-4	PLT-8	2	E13	unknown	197	0.4808668	0.4805168	0.60691315	0.85501206	-17.969704	SPL-1125		1
AR-4	PS-4	PLT-8	2	D13	unknown	196	0.44176793	0.44141793	0.5575296	0.78544116	-26.629475	SPL-1124		1
AR-4	PS-4	PLT-8	2	C13	unknown	195	0.15995845	0.15960845	0.20159225	0.2840008	-89.045746	SPL-1123		1
AR-4	PS-4	PLT-8	2	B13	unknown	194	0.5174792	0.5171292	0.6531561	0.9201587	-9.860648	SPL-1122		1
AR-4	PS-4	PLT-8	2	A13	unknown	193	0.2580662	0.2577162	0.3255065	0.45856977	-67.31645	SPL-1121		1
AR-4	PS-4	PLT-8	2	P12	unknown	192	0.281242	0.280892	0.35477856	0.49980783	-62.183388	SPL-1120		1
AR-4	PS-4	PLT-8	2	O12	unknown	191	0.27150136	0.27115136	0.34247568	0.48247573	-64.34078	SPL-1119		1
AR-4	PS-4	PLT-8	2	N12	unknown	190	0.56636316	0.56601316	0.71489865	1.0071409	0.96636754	SPL-1118		1
AR-4	PS-4	PLT-8	2	M12	unknown	189	0.1490508	0.1487008	0.18781543	0.26459217	-91.46162	SPL-1117		1
AR-4	PS-4	PLT-8	2	L12	unknown	188	0.4461275	0.4457775	0.5630359	0.7931984	-25.663898	SPL-1116		1
AR-4	PS-4	PLT-8	2	K12	unknown	187	0.2912206	0.2908706	0.36738193	0.51756334	-59.97329	SPL-1115		1
AR-4	PS-4	PLT-8	2	J12	unknown	186	0.2597615	0.2594115	0.32764778	0.46158633	-66.94097	SPL-1114		1
AR-4	PS-4	PLT-8	2	I12	unknown	185	0.37149417	0.37114418	0.46877086	0.6603989	-42.19398	SPL-1113		1
AR-4	PS-4	PLT-8	2	H12	unknown	184	0.27067477	0.27032477	0.34143168	0.48100492	-64.523865	SPL-1112		1
AR-4	PS-4	PLT-8	2	G12	unknown	183	0.16265963	0.16230963	0.20500396	0.28880715	-88.44748	SPL-1111		1
AR-4	PS-4	PLT-8	2	F12	unknown	182	0.66996276	0.66961277	0.8457494	1.1914818	23.912018	SPL-1110		1
AR-4	PS-4	PLT-8	2	E12	unknown	181	0.090717785	0.09036779	0.11413835	0.16079676	-104.38145	SPL-1109		1
AR-4	PS-4	PLT-8	2	D12	unknown	180	0.3508646	0.3505146	0.4427148	0.62369144	-46.763103	SPL-1108		1
AR-4	PS-4	PLT-8	2	C12	unknown	179	0.26649675	0.26614675	0.33615464	0.47357073	-65.44923	SPL-1107		1
AR-4	PS-4	PLT-8	2	B12	unknown	178	0.48099115	0.48064116	0.6070702	0.8552334	-17.94216	SPL-1106		1
AR-4	PS-4	PLT-8	2	A12	unknown	177	0.39110464	0.39075464	0.49353972	0.69529295	-37.85058	SPL-1105		1
AR-4	PS-4	PLT-8	2	P11	unknown	176	0.11566092	0.11531092	0.1456426	0.20517957	-98.85694	SPL-1104		1
AR-4	PS-4	PLT-8	2	O11	unknown	175	0.15331694	0.15296695	0.19320375	0.27218318	-90.51673	SPL-1103		1
AR-4	PS-4	PLT-8	2	N11	unknown	174	0.34682927	0.34647927	0.43761805	0.61651117	-47.656864	SPL-1102		1
