AssayRun	PlateSet	Plate	PlateOrder	Well	WellType	WellNum	Response	Bk_Sub	Norm	NormPos	pEnhanced	Sample	accession	Target
AR-5	PS-5	PLT-9	1	D48	unknown	1508	0.33698854	0.33345103	0.40973914	0.5762195	-48.11725	SPL-2796		1
AR-5	PS-5	PLT-9	1	C48	unknown	1507	0.17342131	0.1698838	0.20875043	0.29356745	-80.68009	SPL-2795		1
AR-5	PS-5	PLT-9	1	B48	unknown	1506	0.31753936	0.31400186	0.38584033	0.5426104	-51.989178	SPL-2794		1
AR-5	PS-5	PLT-9	1	A48	unknown	1505	0.36738142	0.36384392	0.4470854	0.6287399	-42.066658	SPL-2793		1
AR-5	PS-5	PLT-9	1	AF47	blank	1504	0.0041	5.6250003E-4	6.9119077E-4	9.7202725E-4	-114.38845			1
AR-5	PS-5	PLT-9	1	AE47	blank	1503	0.0046	0.0010625002	0.0013055826	0.0018360516	-114.28891			1
AR-5	PS-5	PLT-9	1	AD47	blank	1502	0.0041	5.6250003E-4	6.9119077E-4	9.7202725E-4	-114.38845			1
AR-5	PS-5	PLT-9	1	AC47	blank	1501	0.0036	6.249995E-5	7.679891E-5	1.0800294E-4	-114.48799			1
AR-5	PS-5	PLT-9	1	AB47	negative	1500	0.025	0.0214625	0.026372766	0.037088238	-110.2277			1
AR-5	PS-5	PLT-9	1	AA47	negative	1499	0.08	0.0764625	0.09395586	0.13213089	-99.278336			1
AR-5	PS-5	PLT-9	1	Z47	negative	1498	0.024	0.0204625	0.025143983	0.03536019	-110.42677			1
AR-5	PS-5	PLT-9	1	Y47	negative	1497	0.156	0.1524625	0.1873434	0.26346257	-84.148315			1
AR-5	PS-5	PLT-9	1	X47	positive	1496	0.507	0.50346255	0.61864644	0.87000763	-14.271489			1
AR-5	PS-5	PLT-9	1	W47	positive	1495	0.597	0.5934625	0.72923696	1.0255319	3.6456387			1
AR-5	PS-5	PLT-9	1	V47	positive	1494	0.515	0.5114625	0.6284767	0.8838319	-12.678864			1
AR-5	PS-5	PLT-9	1	U47	positive	1493	0.608	0.6044625	0.7427535	1.0445404	5.835506			1
AR-5	PS-5	PLT-9	1	T47	positive	1492	0.619	0.61546254	0.7562702	1.063549	8.025385			1
AR-5	PS-5	PLT-9	1	S47	positive	1491	0.571	0.5674625	0.6972885	0.9806026	-1.5304265			1
AR-5	PS-5	PLT-9	1	R47	positive	1490	0.568	0.56446254	0.69360226	0.9754185	-2.1276567			1
AR-5	PS-5	PLT-9	1	Q47	positive	1489	0.612	0.6084625	0.7476687	1.0514526	6.6318245			1
AR-5	PS-5	PLT-9	1	P47	unknown	1488	0.1673936	0.16385609	0.20134367	0.28315127	-81.88009	SPL-2792		1
AR-5	PS-5	PLT-9	1	O47	unknown	1487	0.2465437	0.2430062	0.298602	0.41992646	-66.12294	SPL-2791		1
AR-5	PS-5	PLT-9	1	N47	unknown	1486	0.06499327	0.06145577	0.07551584	0.10619854	-102.26587	SPL-2790		1
AR-5	PS-5	PLT-9	1	M47	unknown	1485	0.1485336	0.14499609	0.17816882	0.25056028	-85.63472	SPL-2789		1
AR-5	PS-5	PLT-9	1	L47	unknown	1484	0.3039384	0.30040088	0.36912766	0.5191073	-54.69685	SPL-2788		1
AR-5	PS-5	PLT-9	1	K47	unknown	1483	0.40771872	0.4041812	0.49665123	0.6984447	-34.03634	SPL-2787		1
AR-5	PS-5	PLT-9	1	J47	unknown	1482	0.38515046	0.38161296	0.46891972	0.65944564	-38.52921	SPL-2786		1
AR-5	PS-5	PLT-9	1	I47	unknown	1481	0.30615723	0.30261973	0.37185413	0.5229415	-54.255123	SPL-2785		1
AR-5	PS-5	PLT-9	1	H47	unknown	1480	0.27188244	0.26834494	0.32973784	0.46371305	-61.07852	SPL-2784		1
AR-5	PS-5	PLT-9	1	G47	unknown	1479	0.5262689	0.5227314	0.64232373	0.9033052	-10.435457	SPL-2783		1
AR-5	PS-5	PLT-9	1	F47	unknown	1478	0.43112063	0.42758313	0.52540714	0.7388843	-29.377502	SPL-2782		1
AR-5	PS-5	PLT-9	1	E47	unknown	1477	0.18318929	0.17965178	0.22075315	0.31044698	-78.73549	SPL-2781		1
AR-5	PS-5	PLT-9	1	D47	unknown	1476	0.40881816	0.40528065	0.4980022	0.70034456	-33.817463	SPL-2780		1
AR-5	PS-5	PLT-9	1	C47	unknown	1475	0.58531344	0.58177596	0.7148767	1.005337	1.3190863	SPL-2779		1
AR-5	PS-5	PLT-9	1	B47	unknown	1474	0.056195628	0.05265813	0.06470544	0.09099579	-104.017296	SPL-2778		1
AR-5	PS-5	PLT-9	1	A47	unknown	1473	0.14044014	0.13690263	0.16822371	0.23657438	-87.245964	SPL-2777		1
AR-5	PS-5	PLT-9	1	AF46	unknown	1472	0.5128585	0.50932103	0.62584525	0.88013136	-13.105187	SPL-2776		1
AR-5	PS-5	PLT-9	1	AE46	unknown	1471	0.27058163	0.26704413	0.32813942	0.46146518	-61.337486	SPL-2775		1
AR-5	PS-5	PLT-9	1	AD46	unknown	1470	0.30732453	0.30378702	0.37328848	0.52495867	-54.02274	SPL-2774		1
AR-5	PS-5	PLT-9	1	AC46	unknown	1469	0.3985542	0.3950167	0.48539	0.68260795	-35.8608	SPL-2773		1
AR-5	PS-5	PLT-9	1	AB46	unknown	1468	0.10615166	0.102614164	0.12609059	0.17732224	-94.07208	SPL-2772		1
AR-5	PS-5	PLT-9	1	AA46	unknown	1467	0.47111666	0.46757916	0.57455355	0.80799943	-21.415123	SPL-2771		1
AR-5	PS-5	PLT-9	1	Z46	unknown	1466	0.37814155	0.37460405	0.46030727	0.6473339	-39.924538	SPL-2770		1
AR-5	PS-5	PLT-9	1	Y46	unknown	1465	0.24206534	0.23852783	0.29309908	0.41218764	-67.01449	SPL-2769		1
AR-5	PS-5	PLT-9	1	X46	unknown	1464	0.54762423	0.54408675	0.6685648	0.9402082	-6.1840534	SPL-2768		1
AR-5	PS-5	PLT-9	1	W46	unknown	1463	0.22767437	0.22413686	0.2754157	0.38731936	-69.87943	SPL-2767		1
AR-5	PS-5	PLT-9	1	V46	unknown	1462	0.155674	0.15213649	0.18694282	0.26289922	-84.21321	SPL-2766		1
AR-5	PS-5	PLT-9	1	U46	unknown	1461	0.21920311	0.21566561	0.26500636	0.3726806	-71.56589	SPL-2765		1
AR-5	PS-5	PLT-9	1	T46	unknown	1460	0.1886257	0.18508819	0.22743332	0.31984136	-77.65321	SPL-2764		1
AR-5	PS-5	PLT-9	1	S46	unknown	1459	0.073533215	0.069995716	0.08600958	0.12095598	-100.56574	SPL-2763		1
AR-5	PS-5	PLT-9	1	R46	unknown	1458	0.27934432	0.2758068	0.33890688	0.47660753	-59.593018	SPL-2762		1
AR-5	PS-5	PLT-9	1	Q46	unknown	1457	0.18974164	0.18620414	0.22880457	0.32176977	-77.43105	SPL-2761		1
AR-5	PS-5	PLT-9	1	P46	unknown	1456	0.3453142	0.3417767	0.4199696	0.5906067	-46.45978	SPL-2760		1
AR-5	PS-5	PLT-9	1	O46	unknown	1455	0.062449276	0.058911778	0.07238982	0.1018024	-102.77232	SPL-2759		1
AR-5	PS-5	PLT-9	1	N46	unknown	1454	0.272836	0.2692985	0.33090955	0.46536082	-60.88869	SPL-2758		1
AR-5	PS-5	PLT-9	1	M46	unknown	1453	0.24045186	0.23691435	0.29111645	0.40939948	-67.3357	SPL-2757		1
AR-5	PS-5	PLT-9	1	L46	unknown	1452	0.46742067	0.46388316	0.570012	0.80161256	-22.150919	SPL-2756		1
AR-5	PS-5	PLT-9	1	K46	unknown	1451	0.06824907	0.06471157	0.07951651	0.11182472	-101.61771	SPL-2755		1
AR-5	PS-5	PLT-9	1	J46	unknown	1450	0.19906287	0.19552536	0.24025835	0.3378773	-75.57539	SPL-2754		1
AR-5	PS-5	PLT-9	1	I46	unknown	1449	0.23748949	0.23395199	0.28747636	0.40428036	-67.925446	SPL-2753		1
AR-5	PS-5	PLT-9	1	H46	unknown	1448	0.2192593	0.2157218	0.2650754	0.37277773	-71.554695	SPL-2752		1
AR-5	PS-5	PLT-9	1	G46	unknown	1447	0.2716857	0.26814818	0.3294961	0.46337304	-61.117695	SPL-2751		1
AR-5	PS-5	PLT-9	1	F46	unknown	1446	0.32403016	0.32049266	0.3938161	0.5538268	-50.696995	SPL-2750		1
AR-5	PS-5	PLT-9	1	E46	unknown	1445	0.13568449	0.13214698	0.16238004	0.22835639	-88.19271	SPL-2749		1
AR-5	PS-5	PLT-9	1	D46	unknown	1444	0.337047	0.3335095	0.409811	0.5763206	-48.10561	SPL-2748		1
AR-5	PS-5	PLT-9	1	C46	unknown	1443	0.063268214	0.059730716	0.07339612	0.103217565	-102.60929	SPL-2747		1
AR-5	PS-5	PLT-9	1	B46	unknown	1442	0.183405	0.17986749	0.22101821	0.31081975	-78.69255	SPL-2746		1
AR-5	PS-5	PLT-9	1	A46	unknown	1441	0.10189741	0.09835991	0.120863035	0.16997069	-94.919014	SPL-2745		1
AR-5	PS-5	PLT-9	1	AF45	unknown	1440	0.39509815	0.39156064	0.48114327	0.67663574	-36.548832	SPL-2744		1
AR-5	PS-5	PLT-9	1	AE45	unknown	1439	0.1312981	0.12776059	0.15699011	0.22077648	-89.06595	SPL-2743		1
AR-5	PS-5	PLT-9	1	AD45	unknown	1438	0.3684909	0.3649534	0.44844872	0.63065714	-41.845783	SPL-2742		1
AR-5	PS-5	PLT-9	1	AC45	unknown	1437	0.19366166	0.19012415	0.23362143	0.32854375	-76.65066	SPL-2741		1
AR-5	PS-5	PLT-9	1	AB45	unknown	1436	0.05721586	0.05367836	0.06595908	0.0927588	-103.814186	SPL-2740		1
AR-5	PS-5	PLT-9	1	AA45	unknown	1435	0.23092711	0.2273896	0.2794126	0.39294025	-69.23188	SPL-2739		1
AR-5	PS-5	PLT-9	1	Z45	unknown	1434	0.21331154	0.20977403	0.25776687	0.36249968	-72.73878	SPL-2738		1
AR-5	PS-5	PLT-9	1	Y45	unknown	1433	0.23507197	0.23153447	0.28450575	0.40010276	-68.40672	SPL-2737		1
AR-5	PS-5	PLT-9	1	X45	unknown	1432	0.2168742	0.21333669	0.26214463	0.36865613	-72.029526	SPL-2736		1
AR-5	PS-5	PLT-9	1	W45	unknown	1431	0.13600583	0.13246833	0.1627749	0.22891168	-88.12874	SPL-2735		1
AR-5	PS-5	PLT-9	1	V45	unknown	1430	0.15670027	0.15316276	0.18820389	0.26467267	-84.0089	SPL-2734		1
AR-5	PS-5	PLT-9	1	U45	unknown	1429	0.41380456	0.41026706	0.5041294	0.7089613	-32.82477	SPL-2733		1
AR-5	PS-5	PLT-9	1	T45	unknown	1428	0.059039366	0.055501867	0.068199776	0.09590991	-103.451164	SPL-2732		1
AR-5	PS-5	PLT-9	1	S45	unknown	1427	0.14997388	0.14643638	0.17993861	0.25304917	-85.34799	SPL-2731		1
AR-5	PS-5	PLT-9	1	R45	unknown	1426	0.22596557	0.22242807	0.27331597	0.38436648	-70.21962	SPL-2730		1
AR-5	PS-5	PLT-9	1	Q45	unknown	1425	0.16553901	0.1620015	0.19906479	0.27994645	-82.2493	SPL-2729		1
AR-5	PS-5	PLT-9	1	P45	unknown	1424	0.5150766	0.5115391	0.6285708	0.8839643	-12.663616	SPL-2728		1
AR-5	PS-5	PLT-9	1	O45	unknown	1423	0.14015274	0.13661523	0.16787055	0.23607774	-87.30318	SPL-2727		1
AR-5	PS-5	PLT-9	1	N45	unknown	1422	0.44417834	0.44064084	0.5414522	0.7614487	-26.777985	SPL-2726		1
AR-5	PS-5	PLT-9	1	M45	unknown	1421	0.38885647	0.38531896	0.4734736	0.6658498	-37.79142	SPL-2725		1
AR-5	PS-5	PLT-9	1	L45	unknown	1420	0.09474703	0.09120953	0.11207677	0.15761448	-96.34251	SPL-2724		1
AR-5	PS-5	PLT-9	1	K45	unknown	1419	0.1619376	0.15840009	0.19463943	0.27372304	-82.96626	SPL-2723		1
AR-5	PS-5	PLT-9	1	J45	unknown	1418	0.6214074	0.6178699	0.75922835	1.0677091	8.504643	SPL-2722		1
AR-5	PS-5	PLT-9	1	I45	unknown	1417	0.48755163	0.48401412	0.59474856	0.83639985	-18.143263	SPL-2721		1
AR-5	PS-5	PLT-9	1	H45	unknown	1416	0.21721382	0.21367632	0.26256195	0.36924303	-71.961914	SPL-2720		1
AR-5	PS-5	PLT-9	1	G45	unknown	1415	0.1788749	0.17533739	0.2154517	0.3029915	-79.5944	SPL-2719		1
AR-5	PS-5	PLT-9	1	F45	unknown	1414	0.2935889	0.2900514	0.35641038	0.50122285	-56.757217	SPL-2718		1
AR-5	PS-5	PLT-9	1	E45	unknown	1413	0.529608	0.52607054	0.6464268	0.9090753	-9.770709	SPL-2717		1
AR-5	PS-5	PLT-9	1	D45	unknown	1412	0.18480414	0.18126664	0.22273746	0.31323752	-78.41401	SPL-2716		1
AR-5	PS-5	PLT-9	1	C45	unknown	1411	0.17169946	0.16816196	0.20663466	0.290592	-81.02287	SPL-2715		1
AR-5	PS-5	PLT-9	1	B45	unknown	1410	0.27482954	0.27129203	0.33335918	0.46880576	-60.491817	SPL-2714		1
AR-5	PS-5	PLT-9	1	A45	unknown	1409	0.09332653	0.08978903	0.11033128	0.15515979	-96.625305	SPL-2713		1
AR-5	PS-5	PLT-9	1	AF44	unknown	1408	0.14543201	0.1418945	0.17435764	0.24520057	-86.25218	SPL-2712		1
AR-5	PS-5	PLT-9	1	AE44	unknown	1407	0.115189575	0.111652076	0.13719623	0.19294019	-92.27282	SPL-2711		1
AR-5	PS-5	PLT-9	1	AD44	unknown	1406	0.41229656	0.40875906	0.5022764	0.70635545	-33.124985	SPL-2710		1
AR-5	PS-5	PLT-9	1	AC44	unknown	1405	0.27510515	0.27156764	0.33369786	0.46928203	-60.43695	SPL-2709		1
AR-5	PS-5	PLT-9	1	AB44	unknown	1404	0.07353655	0.069999054	0.08601368	0.12096175	-100.56508	SPL-2708		1
AR-5	PS-5	PLT-9	1	AA44	unknown	1403	0.27744725	0.27390975	0.33657578	0.4733293	-59.970684	SPL-2707		1
AR-5	PS-5	PLT-9	1	Z44	unknown	1402	0.34733978	0.34380227	0.42245856	0.594107	-46.056534	SPL-2706		1
AR-5	PS-5	PLT-9	1	Y44	unknown	1401	0.042736735	0.039199237	0.048167374	0.067738175	-106.69668	SPL-2705		1
AR-5	PS-5	PLT-9	1	X44	unknown	1400	0.17404284	0.17050533	0.20951414	0.29464146	-80.55636	SPL-2704		1
AR-5	PS-5	PLT-9	1	W44	unknown	1399	0.19247167	0.18893416	0.2321592	0.3264874	-76.88756	SPL-2703		1
AR-5	PS-5	PLT-9	1	V44	unknown	1398	0.20722581	0.20368831	0.25028884	0.35198325	-73.95032	SPL-2702		1
AR-5	PS-5	PLT-9	1	U44	unknown	1397	0.13586989	0.13233238	0.16260786	0.22867677	-88.1558	SPL-2701		1
AR-5	PS-5	PLT-9	1	T44	unknown	1396	0.5809685	0.577431	0.7095377	0.9978287	0.45409885	SPL-2700		1
AR-5	PS-5	PLT-9	1	S44	unknown	1395	0.160546	0.1570085	0.19292946	0.2713183	-83.2433	SPL-2699		1
AR-5	PS-5	PLT-9	1	R44	unknown	1394	0.09343905	0.08990155	0.11046954	0.15535423	-96.602905	SPL-2698		1
AR-5	PS-5	PLT-9	1	Q44	unknown	1393	0.10147245	0.097934954	0.120340854	0.16923633	-95.00362	SPL-2697		1
AR-5	PS-5	PLT-9	1	P44	unknown	1392	0.27968672	0.2761492	0.3393276	0.4771992	-59.524853	SPL-2696		1
AR-5	PS-5	PLT-9	1	O44	unknown	1391	0.30143777	0.29790026	0.36605492	0.51478606	-55.19467	SPL-2695		1
AR-5	PS-5	PLT-9	1	N44	unknown	1390	0.08747612	0.08393862	0.103142396	0.14504999	-97.79	SPL-2694		1
AR-5	PS-5	PLT-9	1	M44	unknown	1389	0.46157554	0.45803803	0.5628296	0.7915119	-23.314564	SPL-2693		1
AR-5	PS-5	PLT-9	1	L44	unknown	1388	0.22293106	0.21939355	0.2695872	0.37912267	-70.82373	SPL-2692		1
AR-5	PS-5	PLT-9	1	K44	unknown	1387	0.14530165	0.14176415	0.17419745	0.24497531	-86.27813	SPL-2691		1
AR-5	PS-5	PLT-9	1	J44	unknown	1386	0.13625787	0.13272037	0.16308461	0.22934723	-88.07856	SPL-2690		1
AR-5	PS-5	PLT-9	1	I44	unknown	1385	0.28076008	0.27722257	0.34064654	0.47905403	-59.31117	SPL-2689		1
AR-5	PS-5	PLT-9	1	H44	unknown	1384	0.43091622	0.4273787	0.5251559	0.7385311	-29.418198	SPL-2688		1
AR-5	PS-5	PLT-9	1	G44	unknown	1383	0.48580703	0.48226953	0.5926049	0.83338505	-18.490576	SPL-2687		1
AR-5	PS-5	PLT-9	1	F44	unknown	1382	0.17107037	0.16753286	0.20586163	0.2895049	-81.14812	SPL-2686		1
AR-5	PS-5	PLT-9	1	E44	unknown	1381	0.46639904	0.46286154	0.56875664	0.7998471	-22.354303	SPL-2685		1
AR-5	PS-5	PLT-9	1	D44	unknown	1380	0.19825794	0.19472043	0.23926927	0.33648634	-75.735634	SPL-2684		1
AR-5	PS-5	PLT-9	1	C44	unknown	1379	0.22272365	0.21918614	0.26933232	0.37876427	-70.86502	SPL-2683		1
AR-5	PS-5	PLT-9	1	B44	unknown	1378	0.34099174	0.33745423	0.4146582	0.5831372	-47.320297	SPL-2682		1
AR-5	PS-5	PLT-9	1	A44	unknown	1377	0.043825343	0.040287845	0.049505036	0.06961934	-106.479965	SPL-2681		1
AR-5	PS-5	PLT-9	1	AF43	unknown	1376	0.20738679	0.20384929	0.25048664	0.35226142	-73.91827	SPL-2680		1
AR-5	PS-5	PLT-9	1	AE43	unknown	1375	0.47595003	0.47241253	0.58049273	0.8163517	-20.4529	SPL-2679		1
AR-5	PS-5	PLT-9	1	AD43	unknown	1374	0.39632812	0.39279062	0.48265463	0.6787612	-36.30397	SPL-2678		1
AR-5	PS-5	PLT-9	1	AC43	unknown	1373	0.30734205	0.30380455	0.37331003	0.52498895	-54.01925	SPL-2677		1
AR-5	PS-5	PLT-9	1	AB43	unknown	1372	0.14495482	0.14141731	0.17377126	0.24437596	-86.34718	SPL-2676		1
AR-5	PS-5	PLT-9	1	AA43	unknown	1371	0.120292105	0.11675461	0.14346613	0.20175761	-91.25702	SPL-2675		1
AR-5	PS-5	PLT-9	1	Z43	unknown	1370	0.09939943	0.095861934	0.11779356	0.16565406	-95.41631	SPL-2674		1
AR-5	PS-5	PLT-9	1	Y43	unknown	1369	0.29417437	0.29063687	0.3571298	0.5022346	-56.640663	SPL-2673		1
AR-5	PS-5	PLT-9	1	X43	unknown	1368	0.3490804	0.3455429	0.42459744	0.59711486	-45.71001	SPL-2672		1
AR-5	PS-5	PLT-9	1	W43	unknown	1367	0.11678157	0.11324407	0.13915245	0.19569123	-91.95589	SPL-2671		1
AR-5	PS-5	PLT-9	1	V43	unknown	1366	0.14370024	0.14016274	0.17222966	0.242208	-86.59694	SPL-2670		1
AR-5	PS-5	PLT-9	1	U43	unknown	1365	0.089256585	0.085719086	0.1053302	0.14812672	-97.43555	SPL-2669		1
AR-5	PS-5	PLT-9	1	T43	unknown	1364	0.0826729	0.0791354	0.09724028	0.1367498	-98.746216	SPL-2668		1
AR-5	PS-5	PLT-9	1	S43	unknown	1363	0.44079623	0.43725872	0.5372963	0.7556042	-27.451294	SPL-2667		1
AR-5	PS-5	PLT-9	1	R43	unknown	1362	0.17388554	0.17034803	0.20932086	0.29436964	-80.58768	SPL-2666		1
AR-5	PS-5	PLT-9	1	Q43	unknown	1361	0.1511996	0.14766209	0.18144475	0.25516725	-85.10397	SPL-2665		1
AR-5	PS-5	PLT-9	1	P43	unknown	1360	0.3310599	0.3275224	0.40245414	0.56597453	-49.29752	SPL-2664		1
AR-5	PS-5	PLT-9	1	O43	unknown	1359	0.40700427	0.40346676	0.49577332	0.6972101	-34.17857	SPL-2663		1
AR-5	PS-5	PLT-9	1	N43	unknown	1358	0.36573103	0.36219352	0.44505745	0.62588793	-42.395218	SPL-2662		1
AR-5	PS-5	PLT-9	1	M43	unknown	1357	0.26657853	0.26304102	0.32322046	0.4545476	-62.134422	SPL-2661		1
AR-5	PS-5	PLT-9	1	L43	unknown	1356	0.15324631	0.14970881	0.18395972	0.25870407	-84.69652	SPL-2660		1
AR-5	PS-5	PLT-9	1	K43	unknown	1355	0.5560672	0.55252975	0.6789394	0.9547981	-4.5032277	SPL-2659		1
AR-5	PS-5	PLT-9	1	J43	unknown	1354	0.34053597	0.33699846	0.41409817	0.58234966	-47.41103	SPL-2658		1
AR-5	PS-5	PLT-9	1	I43	unknown	1353	0.39286795	0.38933045	0.47840285	0.6727819	-36.992817	SPL-2657		1
AR-5	PS-5	PLT-9	1	H43	unknown	1352	0.10365912	0.100121625	0.1230278	0.17301501	-94.5683	SPL-2656		1
AR-5	PS-5	PLT-9	1	G43	unknown	1351	0.24028692	0.23674941	0.2909138	0.40911445	-67.36854	SPL-2655		1
AR-5	PS-5	PLT-9	1	F43	unknown	1350	0.30329245	0.29975495	0.36833394	0.51799107	-54.825443	SPL-2654		1
AR-5	PS-5	PLT-9	1	E43	unknown	1349	0.53590965	0.5323722	0.65417016	0.91996485	-8.516183	SPL-2653		1
AR-5	PS-5	PLT-9	1	D43	unknown	1348	0.348955	0.3454175	0.42444333	0.59689814	-45.734974	SPL-2652		1
AR-5	PS-5	PLT-9	1	C43	unknown	1347	0.2809692	0.2774317	0.3409035	0.47941542	-59.26954	SPL-2651		1
AR-5	PS-5	PLT-9	1	B43	unknown	1346	0.23173289	0.22819538	0.28040272	0.39433268	-69.071465	SPL-2650		1
AR-5	PS-5	PLT-9	1	A43	unknown	1345	0.2858414	0.2823039	0.3468904	0.4878348	-58.299583	SPL-2649		1
AR-5	PS-5	PLT-9	1	AF42	unknown	1344	0.40904438	0.40550688	0.49828017	0.7007355	-33.772427	SPL-2648		1
AR-5	PS-5	PLT-9	1	AE42	unknown	1343	0.23012228	0.22658478	0.27842364	0.39154947	-69.392105	SPL-2647		1
AR-5	PS-5	PLT-9	1	AD42	unknown	1342	0.20466794	0.20113043	0.24714577	0.34756312	-74.45953	SPL-2646		1
AR-5	PS-5	PLT-9	1	AC42	unknown	1341	0.36804646	0.36450896	0.4479026	0.62988913	-41.93426	SPL-2645		1
AR-5	PS-5	PLT-9	1	AB42	unknown	1340	0.23928522	0.23574771	0.2896829	0.40738344	-67.567955	SPL-2644		1
AR-5	PS-5	PLT-9	1	AA42	unknown	1339	0.1393852	0.13584769	0.16692741	0.23475139	-87.45598	SPL-2643		1
AR-5	PS-5	PLT-9	1	Z42	unknown	1338	0.353155	0.34961748	0.4296042	0.60415596	-44.898846	SPL-2642		1
AR-5	PS-5	PLT-9	1	Y42	unknown	1337	0.2552884	0.2517509	0.30934736	0.43503773	-64.38206	SPL-2641		1
AR-5	PS-5	PLT-9	1	X42	unknown	1336	0.15427794	0.15074043	0.18522736	0.26048675	-84.49114	SPL-2640		1
AR-5	PS-5	PLT-9	1	W42	unknown	1335	0.3298846	0.32634708	0.40100992	0.56394356	-49.531498	SPL-2639		1
AR-5	PS-5	PLT-9	1	V42	unknown	1334	0.38621107	0.38267356	0.47022298	0.6612784	-38.318066	SPL-2638		1
AR-5	PS-5	PLT-9	1	U42	unknown	1333	0.19015022	0.18661271	0.22930662	0.3224758	-77.34972	SPL-2637		1
AR-5	PS-5	PLT-9	1	T42	unknown	1332	0.49884918	0.49531168	0.60863084	0.8559225	-15.894154	SPL-2636		1
AR-5	PS-5	PLT-9	1	S42	unknown	1331	0.09070213	0.08716463	0.10710646	0.15062469	-97.147766	SPL-2635		1
AR-5	PS-5	PLT-9	1	R42	unknown	1330	0.0776961	0.0741586	0.09112486	0.12814964	-99.737	SPL-2634		1
AR-5	PS-5	PLT-9	1	Q42	unknown	1329	0.15953654	0.15599903	0.19168904	0.2695739	-83.44426	SPL-2633		1
AR-5	PS-5	PLT-9	1	P42	unknown	1328	0.15728739	0.15374988	0.18892533	0.26568726	-83.89202	SPL-2632		1
AR-5	PS-5	PLT-9	1	O42	unknown	1327	0.12002641	0.11648891	0.14313965	0.20129848	-91.309906	SPL-2631		1
